㔢	t͡ɕyəʔ²
电池	tie⁴⁵ t͡sʰz̩¹¹
电烙铁	tie⁴⁵ lau⁴⁵ tʰiəʔ²
电话	tie⁴⁵ xua⁴⁵
电车	tie⁴⁵ t͡sʰɤ¹¹
电门	tie⁴⁵ məŋ¹¹
男	næ̃¹¹
男人家	næ̃¹¹ ʐəŋ¹¹ t͡ɕia¹¹
男的	næ̃¹¹ təʔ²
画	xua⁴⁵
画眉	xua⁴⁵ mi¹¹
界	t͡ɕie⁴⁵
畢	piəʔ²
畢業	piəʔ²⁻⁵⁴ iəʔ²
番	fæ̃¹¹
畫	xua⁴⁵
畫眉	xua⁴⁵ mi¹¹
當	tɒ̃¹¹
當家的	tɒ̃¹¹ t͡ɕia¹¹ təʔ²
當票	tɒ̃⁴⁵ pʰiau⁴⁵
當糠	tɒ̃¹¹ kɒ̃¹¹
疑	i¹¹
疖子	t͡ɕiaʔ² t͡səʔ³
疙瘩	kəʔ⁴⁵⁻⁵⁴ taʔ²
疤	pa¹¹
疥蛤蟆	t͡ɕie⁴⁵ xaʔ²⁻⁵⁴ ma¹¹
疫	iəʔ²
疮	t͡sʰuɒ̃¹¹
疯	fəŋ¹¹
疯子	fəŋ¹¹ t͡səʔ²
疲	pʰi¹¹
疼	tʰəŋ¹¹
痄腮	t͡sa⁴⁵ sai¹¹
病	pi⁴⁵
病人	piŋ⁴⁵ ʐəŋ¹¹
病字头	piŋ⁴⁵ t͡sz̩⁵³ tʰəu¹¹
病字頭	piŋ⁴⁵ t͡sz̩⁵³ tʰəu¹¹
症	t͡səŋ⁴⁵
痒	iɒ̃⁵³
痕	xəŋ¹¹
痛	tʰuŋ⁴⁵
痛經	tʰuŋ⁴⁵ t͡ɕiŋ¹¹
痛经	tʰuŋ⁴⁵ t͡ɕiŋ¹¹
痨	lau⁴⁵
瘊子	xəu¹¹ t͡səʔ²
瘋	fəŋ¹¹
瘋子	fəŋ¹¹ t͡səʔ²
瘡	t͡sʰuɒ̃¹¹
瘦	səu⁴⁵
癆	lau⁴⁵
癌	ɣai¹¹
癞蛤蟆	lai⁴⁵ xaʔ²⁻⁵⁴ ma¹¹
癢	iɒ̃⁵³
癤子	t͡ɕiaʔ² t͡səʔ³
癩蛤蟆	lai⁴⁵ xaʔ²⁻⁵⁴ ma¹¹
登	təŋ¹¹
發	faʔ²
發咾猛財的	faʔ² lau⁵³⁻¹¹ məŋ⁵³ t͡sʰai¹¹ təʔ²
發大水	faʔ² ta⁴⁵ suei⁵³
發引	faʔ²⁻⁴⁵ iŋ⁵³
發毛	faʔ²⁻⁵⁴ mau¹¹
發炎	faʔ² ie⁴⁵
發燒	faʔ²⁻⁵⁴ sau¹¹
發瘋	faʔ²⁻⁵⁴ fəŋ¹¹
發票	faʔ² pʰiau⁴⁵
發糕	faʔ²⁻⁵⁴ kau¹¹
發霉	faʔ²⁻⁵⁴ mei¹¹
發麵	faʔ² mie⁴⁵
白	pai¹¹
白事	pai¹¹ sz̩⁴⁵
白国	pai¹¹ kuəʔ²
白國	pai¹¹ kuəʔ²
白天	pai¹¹ tʰie¹¹
白子儿	pai¹¹ t͡səɻ⁵³
白子兒	pai¹¹ t͡səɻ⁵³
白明黑夜	pai¹¹ miŋ¹¹ xəʔ² ie⁴⁵
白木耳	pai¹¹ məʔ²⁻⁴⁵ əɻ⁵³
白果	pai¹¹ kuɤ⁵³
白糖	pai¹¹ tʰɒ̃¹¹
白菜	pai¹¹ t͡sʰai⁴⁵
白萝卜	pai¹¹ lɤ¹¹ pei⁴⁵
白蘿蔔	pai¹¹ lɤ¹¹ pei⁴⁵
白露	pai¹¹ ləu⁴⁵
白飯	pai¹¹ fæ̃⁴⁵
白饭	pai¹¹ fæ̃⁴⁵
百	pai⁵³
的	tiəʔ²
皇	xuɒ̃¹¹
皮	pʰi¹¹
皮包	pʰi¹¹ pau¹¹
皮影	pʰi¹¹ iŋ⁵³
皮球	pʰi¹¹ t͡ɕʰiəu¹¹
皮鞋	pʰi¹¹ ɕie¹¹
皿	miŋ⁵³
盅	t͡suŋ¹¹
盆	pʰəŋ¹¹
盈	iŋ¹¹
益	iəʔ²
盏	t͡sæ̃⁵³
盐	ie¹¹
监	t͡ɕie¹¹
监工	t͡ɕie¹¹ kuŋ¹¹
盒	xaʔ⁵⁴
盒子	xaʔ⁵⁴ t͡səʔ¹
盖	kai⁴⁵
盖盖	kai⁴⁵ kai⁴⁵⁻⁵³
盗	tau⁴⁵
盗食虫	tau⁴⁵ səʔ⁵⁴ t͡sʰuŋ¹¹
盘	pʰæ̃¹¹
盘子	pʰæ̃¹¹ t͡səʔ²
盜	tau⁴⁵
盜食蟲	tau⁴⁵ səʔ⁵⁴ t͡sʰuŋ¹¹
盞	t͡sæ̃⁵³
盟	məŋ¹¹
監	t͡ɕie¹¹
監工	t͡ɕie¹¹ kuŋ¹¹
盤	pʰæ̃¹¹
盤子	pʰæ̃¹¹ t͡səʔ²
目	məʔ²
盲	mɒ̃¹¹
盲肠	mɒ̃¹¹ t͡sʰɒ̃¹¹
盲腸	mɒ̃¹¹ t͡sʰɒ̃¹¹
直	t͡səʔ⁵⁴
相	ɕiɒ̃⁴⁵
相亲	ɕiɒ̃¹¹ t͡ɕʰiŋ¹¹
相帮	ɕiɒ̃¹¹ pɒ̃¹¹
相幫	ɕiɒ̃¹¹ pɒ̃¹¹
相片	ɕiɒ̃⁴⁵ pʰie⁴⁵
相片子	ɕiɒ̃⁴⁵ pʰie⁴⁵⁻⁵³ t͡səʔ¹
相親	ɕiɒ̃¹¹ t͡ɕʰiŋ¹¹
盼	pʰæ̃⁴⁵
省	səŋ⁵³
省心	səŋ⁵³ ɕiŋ¹¹
眉	mi¹¹
眉毛	mi¹¹ mau¹¹
眉眼	mi¹¹ nie⁵³
看	kʰæ̃⁴⁵
看不起	kʰæ̃⁴⁵ pəʔ²⁻⁴⁵ t͡ɕʰi⁵³
看家	kʰæ̃¹¹ t͡ɕia¹¹
看病	kʰæ̃⁴⁵ piŋ⁴⁵
真	t͡səŋ¹¹
眵麻糊	t͡sʰz̩¹¹ ma¹¹ xu¹¹
眺	tʰiau⁴⁵
眼	nie⁵³
眼子	nie⁵³ t͡səʔ¹
眼尖	nie⁵³ t͡ɕie¹¹
眼气	nie⁵³ t͡ɕʰi⁴⁵
眼氣	nie⁵³ t͡ɕʰi⁴⁵
眼泪	nie⁵³ luei⁴⁵
眼淚	nie⁵³ luei⁴⁵
眼珠子	ie⁵³ t͡su¹¹ t͡səʔ²
眼皮	nie⁵³ pʰi¹¹
眼眨毛	nie⁵³ t͡saʔ⁵⁴ mau¹¹
眼眶子	ie⁵³ kʰuɒ̃⁴⁵ t͡səʔ⁴
眼睛	nie⁵³ t͡ɕiŋ¹¹
眼睛仁仁	nie⁵³ t͡ɕiŋ¹¹ ʐəŋ¹¹ ʐəŋ¹¹⁻⁴⁵
眼睛球	nie⁵³ t͡ɕiŋ¹¹ t͡ɕʰiəu¹¹
眼窟子	nie⁵³ kʰuəʔ² t͡səʔ³
眼紅	nie⁵³ xuŋ¹¹
眼红	nie⁵³ xuŋ¹¹
眼角	nie⁵³ t͡ɕyəʔ²
眼鏡	nie⁵³ t͡ɕiŋ⁴⁵
眼镜	nie⁵³ t͡ɕiŋ⁴⁵
眾	t͡suŋ⁴⁵
睛	t͡ɕiŋ¹¹
睡	suei⁴⁵
瞎子	ɕiaʔ² t͡səʔ³
瞎話	xaʔ² xua⁴⁵
瞎话	xaʔ² xua⁴⁵
瞧	t͡ɕʰiau¹¹
瞧不起	t͡ɕʰiau¹¹ pəʔ²⁻⁴⁵ t͡ɕʰi⁵³
瞪	təŋ⁴⁵
瞪眼	təŋ⁴⁵ nie⁵³
瞭	liau⁴⁵
瞳	tʰuŋ¹¹
瞳孔	tʰuŋ¹¹ kʰuŋ⁵³
知	t͡sz̩¹¹
知道	t͡sz̩¹¹ tau⁴⁵
知預	t͡sz̩¹¹ y⁴⁵
知预	t͡sz̩¹¹ y⁴⁵
短	tuæ̃⁵³
短三十	tuæ̃⁵³ sæ̃¹¹ səʔ⁵⁴
短工	tuæ̃⁵³ kuŋ¹¹
矮	ɣai⁵³
石	səʔ⁵⁴
石头	səʔ⁵⁴⁻² tʰəu⁴⁵
石女子	səʔ⁵⁴⁻² ny⁵³ t͡səʔ¹
石板	səʔ⁵⁴⁻² pæ̃⁵³
石榴	səʔ⁵⁴ liəu²
石灰	səʔ⁵⁴ xuei¹¹
石頭	səʔ⁵⁴⁻² tʰəu⁴⁵
石鼓	səʔ⁵⁴⁻² ku⁵³
码头	ma⁵⁴ tʰəu¹¹
砌墙	t͡ɕʰi⁴⁵ t͡ɕʰiɒ̃¹¹
砌牆	t͡ɕʰi⁴⁵ t͡ɕʰiɒ̃¹¹
砍	kʰæ̃⁵³
砍头	kʰæ̃⁵³ tʰəu¹¹
砍树	kʰæ̃⁵³ su⁴⁵
砍樹	kʰæ̃⁵³ su⁴⁵
砍頭	kʰæ̃⁵³ tʰəu¹¹
研	ie¹¹
砖	t͡suæ̃¹¹
砖坯	t͡suæ̃¹¹ pʰi¹¹
砖头	t͡suæ̃¹¹ tʰəu¹¹
砖茶	t͡suæ̃¹¹ t͡sʰa¹¹
砚	ie⁴⁵
砚台	ie⁴⁵ tʰai¹¹
砚瓦	ie⁴⁵ va⁵³
破	pʰɤ⁴⁵
破鞋	pʰɤ⁴⁵ xai¹¹
硬	niŋ⁴⁵
确	t͡ɕʰyəʔ²
硯	ie⁴⁵
硯瓦	ie⁴⁵ va⁵³
硯臺	ie⁴⁵ tʰai¹¹
碎	suei⁴⁵
碑	pei¹¹
碗	væ̃⁵³
碗子肉	væ̃⁵³ t͡səʔ¹ ʐəu⁴⁵
碗柜	væ̃⁵³ kuei⁴⁵
碗櫃	væ̃⁵³ kuei⁴⁵
碗碗	væ̃⁵³ væ̃⁵³⁻¹¹
碟	tiəʔ⁵⁴
碟碟	tiəʔ⁵⁴ tiəʔ⁵⁴⁻²
碧	piəʔ²
碰	pʰəŋ⁴⁵
確	t͡ɕʰyəʔ²
碼頭	ma⁵⁴ tʰəu¹¹
磕头	kʰaʔ²⁻⁵⁴ tʰəu¹¹
磕头虫	kʰaʔ²⁻⁵⁴ tʰəu¹¹ t͡sʰuŋ¹¹
磕頭	kʰaʔ²⁻⁵⁴ tʰəu¹¹
磕頭蟲	kʰaʔ²⁻⁵⁴ tʰəu¹¹ t͡sʰuŋ¹¹
磚	t͡suæ̃¹¹
磚坯	t͡suæ̃¹¹ pʰi¹¹
磚茶	t͡suæ̃¹¹ t͡sʰa¹¹
磚頭	t͡suæ̃¹¹ tʰəu¹¹
磨	mɤ¹¹
磨坊	mɤ⁴⁵ fɒ̃¹¹
磨洋工	mɤ¹¹ iɒ̃¹¹ kuŋ¹¹
磨牙	mɤ¹¹ ia¹¹
示	sz̩⁴⁵
示字旁	sz̩⁴⁵ t͡sz̩⁵³ pʰɒ̃¹¹
礼	li⁵³
礼拜	li⁵³ pai⁴⁵
礼拜天	li⁵³ pai⁴⁵ tʰie¹¹
社	sɤ⁴⁵
祖	t͡su⁵³
祖奶	t͡su⁵³⁻¹¹ nai⁵³
祖爷	t͡su⁵³ ie¹¹
祖爺	t͡su⁵³ ie¹¹
祝壽	t͡suəʔ² səu⁴⁵
祝寿	t͡suəʔ² səu⁴⁵
神	səŋ¹¹
神婆子	səŋ¹¹ pʰɤ¹¹ t͡səʔ²
神經病	səŋ¹¹ t͡ɕiŋ¹¹ piŋ⁴⁵
神经病	səŋ¹¹ t͡ɕiŋ¹¹ piŋ⁴⁵
祠	sz̩¹¹
祠堂	sz̩¹¹ tʰɒ̃¹¹
祥	ɕiɒ̃¹¹
票	pʰiau⁴⁵
祭	t͡ɕi⁴⁵
祭灶王	t͡ɕi⁴⁵ t͡sau⁴⁵ vɒ̃¹¹
祸	xuɤ⁴⁵
祸害	xuɤ⁴⁵ xai⁵³
禀	piŋ⁵³
禁	t͡ɕiŋ¹¹
禍	xuɤ⁴⁵
禍害	xuɤ⁴⁵ xai⁵³
福	fəʔ²
福气	fəʔ² t͡ɕʰi⁴⁵
福氣	fəʔ² t͡ɕʰi⁴⁵
禮	li⁵³
禮拜	li⁵³ pai⁴⁵
禮拜天	li⁵³ pai⁴⁵ tʰie¹¹
离	li¹¹
禽	t͡ɕʰiŋ¹¹
禾	xuɤ⁴⁵
秀	ɕiəu⁴⁵
私	sz̩¹¹
私娃娃	sz̩¹¹ va¹¹ va¹¹⁻⁴⁵
私房	sz̩¹¹ fɒ̃¹¹
私房錢	sz̩¹¹ fɒ̃¹¹ t͡ɕʰie¹¹
私房钱	sz̩¹¹ fɒ̃¹¹ t͡ɕʰie¹¹
私訪	sz̩¹¹ fɒ̃⁵³
私访	sz̩¹¹ fɒ̃⁵³
秋	t͡ɕʰiəu¹¹
秋分	t͡ɕʰiəu¹¹ fəŋ¹¹
科	kʰuɤ¹¹
秒	miau⁵³
租	t͡su¹¹
秤	t͡sʰəŋ⁴⁵
秤星子	t͡sʰəŋ⁴⁵ ɕiŋ¹¹ t͡səʔ²
秤砣	t͡sʰəŋ⁴⁵ tʰuɤ¹¹
积	t͡ɕiəʔ²
移	i¹¹
稀	ɕi¹¹
稀粥	ɕi¹¹ t͡səu¹¹
稀飯	ɕi¹¹ fæ̃⁴⁵
稀饭	ɕi¹¹ fæ̃⁴⁵
稅	suei⁴⁵
稅收	suei⁴⁵ səu¹¹
程	t͡sʰəŋ¹¹
税	suei⁴⁵
税收	suei⁴⁵ səu¹¹
稗	pai⁴⁵
稗子	pai⁴⁵ t͡səʔ⁴
稚	t͡sz̩⁴⁵
稟	piŋ⁵³
稳	vəŋ⁵³
稻	tʰau⁴⁵
稻子	tʰau⁴⁵ t͡səʔ⁴
稼	t͡ɕia⁴⁵
稿	kau⁵³
穀雨	kuəʔ²⁻⁴⁵ y⁵³
積	t͡ɕiəʔ²
穗	suei⁴⁵
穩	vəŋ⁵³
穴	ɕuəʔ⁵⁴
穴字头	ɕyəʔ⁵⁴⁻² t͡sz̩⁴⁵ tʰəu¹¹
穴字頭	ɕyəʔ⁵⁴⁻² t͡sz̩⁴⁵ tʰəu¹¹
穷	t͡ɕʰyŋ¹¹
空	kʰuŋ¹¹
穿	t͡sʰuæ̃¹¹
突	tʰuəʔ²
窍	t͡ɕʰiau⁴⁵
窑	iau¹¹
窗	t͡sʰuɒ̃¹¹
窗圪台	t͡sʰuɒ̃¹¹ kəʔ⁵⁴ tʰai¹¹
窗圪臺	t͡sʰuɒ̃¹¹ kəʔ⁵⁴ tʰai¹¹
窗帘子	t͡sʰuɒ̃¹¹ lie¹¹ t͡səʔ²
窗戶	t͡sʰuɒ̃¹¹ xu⁴⁵
窗户	t͡sʰuɒ̃¹¹ xu⁴⁵
窗簾子	t͡sʰuɒ̃¹¹ lie¹¹ t͡səʔ²
窝	vɤ¹¹
窝囊	vɤ¹¹ nɒ̃¹¹
窝囊废	vɤ¹¹ nɒ̃¹¹ fei⁴⁵
窝头	vɤ¹¹ vɤ¹¹⁻⁴⁵
窝窝头	vɤ¹¹ vɤ¹¹⁻⁴⁵ tʰəu¹¹
窝窝面	vɤ¹¹ vɤ¹¹⁻⁴⁵ mie⁴⁵
窟窿	kʰuəʔ² luŋ⁴⁵
窟窿窿	kʰuəʔ² luŋ⁴⁵ luŋ⁴⁵⁻⁵³
窩	vɤ¹¹
窩囊	vɤ¹¹ nɒ̃¹¹
窩囊廢	vɤ¹¹ nɒ̃¹¹ fei⁴⁵
窩窩頭	vɤ¹¹ vɤ¹¹⁻⁴⁵ tʰəu¹¹
窩窩麵	vɤ¹¹ vɤ¹¹⁻⁴⁵ mie⁴⁵
窩頭	vɤ¹¹ vɤ¹¹⁻⁴⁵
窮	t͡ɕʰyŋ¹¹
窯	iau¹¹
竅	t͡ɕʰiau⁴⁵
立	liəʔ²
立冬	liəʔ²⁻⁵⁴ tuŋ¹¹
立刀	liəʔ²⁻⁵⁴ tau¹¹
立哥	liəʔ²⁻⁵⁴ kɤ¹¹
立夏	liəʔ² ɕia⁴⁵
立早章	liəʔ²⁻⁴⁵ t͡sau⁵³ t͡sɒ̃¹¹
立春	liəʔ²⁻⁵⁴ t͡sʰuŋ¹¹
立秋	liəʔ²⁻⁵⁴ t͡ɕʰiəu¹¹
立馬	liəʔ²⁻⁴⁵ ma⁵³
立马	liəʔ²⁻⁴⁵ ma⁵³
竖	su⁴⁵
竖心	su⁴⁵ ɕiŋ¹¹
竖心旁	su⁴⁵ ɕiŋ¹¹ pʰɒ̃¹¹
站	t͡sæ̃⁴⁵
章	t͡sæ̃¹¹
童	tʰuŋ¹¹
童养媳妇儿	tʰuŋ¹¹ iɒ̃⁵³ ɕiəʔ² fuɻ⁴⁵
童養媳婦兒	tʰuŋ¹¹ iɒ̃⁵³ ɕiəʔ² fuɻ⁴⁵
竭	t͡ɕiəʔ⁵⁴
端	tæ̃¹¹
竹	t͡suəʔ²
竹叶子	t͡suəʔ²⁻⁵⁴ iəʔ² t͡səʔ³
竹子	t͡suəʔ² t͡səʔ³
竹字头	t͡suəʔ² t͡sz̩⁴⁵ tʰəu¹¹
竹字頭	t͡suəʔ² t͡sz̩⁴⁵ tʰəu¹¹
竹瓤子	t͡suəʔ²⁻⁵⁴ t͡sɒ̃¹¹ t͡səʔ²
竹皮子	t͡suəʔ²⁻⁵⁴ pʰi¹¹ t͡səʔ²
竹葉子	t͡suəʔ²⁻⁵⁴ iəʔ² t͡səʔ³
笃	tuəʔ²
笋	suŋ⁵³
笑	ɕiau⁴⁵
笑笑	ɕiau⁴⁵ ɕiau⁴⁵
笔	piəʔ²
笔筒	piəʔ²⁻⁴⁵ tʰuŋ⁵³
笛	tiəʔ⁵⁴
笛子	tiəʔ⁵⁴ t͡səʔ¹
笠	liəʔ²
笨	pəŋ⁴⁵
笨炭	pəŋ⁴⁵ tʰæ̃⁴⁵
笨蛋	pəŋ⁴⁵ tæ̃⁴⁵
第	ti⁴⁵
第一名	ti⁴⁵ iəʔ²⁻⁵⁴ miŋ¹¹
笼子	luŋ¹¹ t͡səʔ²
笼床	luŋ¹¹ t͡sʰuɒ̃¹¹
筆	piəʔ²
筆筒	piəʔ²⁻⁴⁵ tʰuŋ⁵³
等	təŋ⁵³
筋	t͡ɕiŋ¹¹
筍	suŋ⁵³
筏	faʔ⁵⁴
筒	tʰuŋ⁵³
策	t͡sʰaʔ²
筛	sai¹¹
筛子	sai¹¹ t͡səʔ²
筝	t͡səŋ¹¹
筷	kʰuai⁴⁵
筷子	kʰuai⁴⁵ t͡səʔ⁴
筷筒子	kʰuai⁴⁵ tʰuŋ⁵³ t͡səʔ¹
简单	t͡ɕie⁵³ tæ̃¹¹
箏	t͡səŋ¹¹
算	suæ̃⁴⁵
算命	suæ̃⁴⁵ miŋ²
算盘	suæ̃⁴⁵ pʰæ̃¹¹
算盤	suæ̃⁴⁵ pʰæ̃¹¹
算賬	suæ̃⁴⁵ t͡sɒ̃⁴⁵
算账	suæ̃⁴⁵ t͡sɒ̃⁴⁵
管	kuæ̃⁵³
管家	kuæ̃⁵³ t͡ɕia¹¹
箩头	lɤ¹¹ tʰəu¹¹
箭	t͡ɕie⁴⁵
箱	ɕiɒ̃¹¹
節	t͡ɕiəʔ²
節儉	t͡ɕiəʔ²⁻⁴⁵ t͡ɕie⁵³
節氣	t͡ɕiəʔ² t͡ɕʰi⁴⁵
範	fæ̃⁴⁵
篇	pʰie¹¹
篤	tuəʔ²
篦	pi⁴⁵
篦子	pi⁴⁵ t͡səʔ⁴
篦梳	pi⁴⁵ su¹¹
篩	sai¹¹
篩子	sai¹¹ t͡səʔ²
篮	læ̃¹¹
篮子	læ̃¹¹ t͡səʔ²
篮球	læ̃¹¹ t͡ɕʰiəu¹¹
篷	pʰəŋ¹¹
篾	mi¹¹
簡單	t͡ɕie⁵³ tæ̃¹¹
籃	læ̃¹¹
籃子	læ̃¹¹ t͡səʔ²
籃球	læ̃¹¹ t͡ɕʰiəu¹¹
籠子	luŋ¹¹ t͡səʔ²
籠床	luŋ¹¹ t͡sʰuɒ̃¹¹
籮頭	lɤ¹¹ tʰəu¹¹
米	mi⁵³
米汤	mi⁵³ tʰɒ̃¹¹
米湯	mi⁵³ tʰɒ̃¹¹
类	luei⁴⁵
籽	t͡sz̩⁵³
粉	fəŋ⁵³
粉丝	fəŋ⁵³ sz̩¹¹
粉刺	fəŋ⁵³ t͡sʰz̩⁴⁵
粉皮	fəŋ⁵³ pʰi¹¹
粉絲	fəŋ⁵³ sz̩¹¹
粒	liəʔ²
粗	t͡sʰu¹¹
粗盐	t͡sʰu¹¹ ie¹¹
粗面	t͡sʰu¹¹ mie⁴⁵
粗鹽	t͡sʰu¹¹ ie¹¹
粗麵	t͡sʰu¹¹ mie⁴⁵
粟	ɕyəʔ²
粤	yəʔ²
粥	t͡səu¹¹
粪	fəŋ⁴⁵
粮	liɒ̃¹¹
粮食	liɒ̃¹¹ səʔ⁵⁴
粱	liɒ̃¹¹
粵	yəʔ²
粹	t͡sʰuei⁴⁵
粽	t͡ɕyŋ⁴⁵
粽子	t͡ɕyŋ⁴⁵ t͡səʔ⁴
精	t͡ɕiŋ¹¹
精明	t͡ɕi¹¹ mi¹¹
糖	tʰɒ̃¹¹
糖稀	tʰɒ̃¹¹ ɕi¹¹
糖葫芦	tʰɒ̃¹¹ xuəʔ² ləu⁴⁵
糖葫蘆	tʰɒ̃¹¹ xuəʔ² ləu⁴⁵
糞	fəŋ⁴⁵
糠	kʰɒ̃¹¹
糧	liɒ̃¹¹
糧食	liɒ̃¹¹ səʔ⁵⁴
糨	t͡ɕiɒ̃⁴⁵
糨子	t͡ɕiɒ̃⁴⁵ t͡səʔ⁴
系	ɕi⁴⁵
約	yəʔ²
約摸	yəʔ²⁻⁵⁴ maʔ²
約會	yəʔ² xuei⁴⁵
紅	xuŋ¹¹
紅糖	xuŋ¹¹ tɒ̃¹¹
紅薯	xuŋ¹¹ su⁵³
紅酒	xuŋ¹¹ t͡ɕiəu⁵³
納	naʔ²
紐	niəu⁵³
純	t͡sʰuŋ¹¹
紗	sa¹¹
紙	t͡sz̩⁵³
紙煙	t͡sz̩⁵³ ie¹¹
級	t͡ɕiəʔ²
素	su⁴⁵
素油	su⁴⁵ iəu¹¹
素菜	su⁴⁵ t͡sʰai⁴⁵
索性	suaʔ² ɕiŋ⁴⁵
紧	t͡ɕiŋ⁵³
紫	t͡sz̩⁵³
紫紅	t͡sz̩⁵³ xuŋ¹¹
紫红	t͡sz̩⁵³ xuŋ¹¹
紫茄色	t͡sz̩⁵³ t͡ɕʰie¹¹ saʔ²
細粉	ɕi⁴⁵ fəŋ⁵³
細鹽	ɕi⁴⁵ ie¹¹
結	t͡ɕiəʔ²
結婚	t͡ɕiəʔ²⁻⁵⁴ xuŋ¹¹
絕	t͡ɕyəʔ⁵⁴
絕後	t͡ɕyəʔ⁵⁴⁻² xəu⁴⁵
絕戶	t͡ɕyəʔ⁵⁴⁻² xu⁴⁵
絕招	t͡ɕyəʔ⁵⁴ t͡sau¹¹
絕活兒	t͡ɕyəʔ⁵⁴⁻² xuɐɻ⁵⁴
絕路	t͡ɕyəʔ⁵⁴⁻² ləu⁴⁵
絞	t͡ɕiau⁵³
絡	luəʔ²
給	kei⁵³
統	tʰuŋ⁵³
絲	sz̩¹¹
絲瓜	sz̩¹¹ kua¹¹
絲襪子	sz̩¹¹ vaʔ² t͡səʔ³
經	t͡ɕiŋ¹¹
綠	luəʔ²
綠茶	luəʔ²⁻⁵⁴ t͡sʰa¹¹
綠豆	luəʔ² təu⁴⁵
綢	t͡sʰəu¹¹
維	uei¹¹
網	vɒ̃⁵³
綻	t͡sæ̃⁴⁵
緊	t͡ɕiŋ⁵³
線	ɕie⁴⁵
線繩	ɕie⁴⁵ səŋ¹¹
線衣	ɕie⁴⁵ i¹¹
線軲轆子	ɕie⁴⁵ kuəʔ² lu⁵³ t͡səʔ¹
線香	ɕie⁴⁵ ɕiɒ̃¹¹
緣	ie¹¹
編	pie¹¹
緩	xuæ̃⁵³
緯	vei⁵³
練	lie⁴⁵
練子語	lie⁴⁵ t͡səʔ⁴ y⁵³
練習	lie⁴⁵ ɕiəʔ⁵⁴
縣	ɕie⁴⁵
縮	suaʔ²
縮手縮腳	suaʔ²⁻⁴⁵ səu⁵³ suaʔ²⁻⁵⁴ t͡ɕyəʔ²
縮水	suaʔ²⁻⁴⁵ suei⁵³
總	t͡suŋ⁵³
總共	t͡suŋ⁵³ kuŋ⁴⁵
績	t͡ɕiəʔ²
織	t͡səʔ²
織女	t͡səʔ²⁻⁴⁵ ny⁵³
織布	t͡səʔ² pu⁴⁵
織布機	t͡səʔ² pu⁴⁵ t͡ɕi¹¹
繩	səŋ¹¹
繩子	səŋ¹¹ t͡səʔ²
繭	t͡ɕie⁵³
續	ɕy⁴⁵
纏腳布	t͡sʰæ̃¹¹ t͡ɕyəʔ² pu⁴⁵
红	xuŋ¹¹
红糖	xuŋ¹¹ tɒ̃¹¹
红薯	xuŋ¹¹ su⁵³
红酒	xuŋ¹¹ t͡ɕiəu⁵³
约	yəʔ²
约会	yəʔ² xuei⁴⁵
约摸	yəʔ²⁻⁵⁴ maʔ²
级	t͡ɕiəʔ²
纬	vei⁵³
纯	t͡sʰuŋ¹¹
纱	sa¹¹
纳	naʔ²
纸	t͡sz̩⁵³
纸烟	t͡sz̩⁵³ ie¹¹
纽	niəu⁵³
线	ɕie⁴⁵
线绳	ɕie⁴⁵ səŋ¹¹
线衣	ɕie⁴⁵ i¹¹
线轱辘子	ɕie⁴⁵ kuəʔ² lu⁵³ t͡səʔ¹
线香	ɕie⁴⁵ ɕiɒ̃¹¹
练	lie⁴⁵
练习	lie⁴⁵ ɕiəʔ⁵⁴
练子语	lie⁴⁵ t͡səʔ⁴ y⁵³
细盐	ɕi⁴⁵ ie¹¹
细粉	ɕi⁴⁵ fəŋ⁵³
织	t͡səʔ²
织女	t͡səʔ²⁻⁴⁵ ny⁵³
织布	t͡səʔ² pu⁴⁵
织布机	t͡səʔ² pu⁴⁵ t͡ɕi¹¹
经	t͡ɕiŋ¹¹
结	t͡ɕiəʔ²
结婚	t͡ɕiəʔ²⁻⁵⁴ xuŋ¹¹
给	kei⁵³
络	luəʔ²
绝	t͡ɕyəʔ⁵⁴
绝后	t͡ɕyəʔ⁵⁴⁻² xəu⁴⁵
绝户	t͡ɕyəʔ⁵⁴⁻² xu⁴⁵
绝招	t͡ɕyəʔ⁵⁴ t͡sau¹¹
绝活儿	t͡ɕyəʔ⁵⁴⁻² xuɐɻ⁵⁴
绝路	t͡ɕyəʔ⁵⁴⁻² ləu⁴⁵
绞	t͡ɕiau⁵³
统	tʰuŋ⁵³
绩	t͡ɕiəʔ²
续	ɕy⁴⁵
绳	səŋ¹¹
绳子	səŋ¹¹ t͡səʔ²
维	uei¹¹
绸	t͡sʰəu¹¹
绽	t͡sæ̃⁴⁵
绿	luəʔ²
绿茶	luəʔ²⁻⁵⁴ t͡sʰa¹¹
绿豆	luəʔ² təu⁴⁵
缓	xuæ̃⁵³
编	pie¹¹
缘	ie¹¹
缠脚布	t͡sʰæ̃¹¹ t͡ɕyəʔ² pu⁴⁵
缩	suaʔ²
缩手缩脚	suaʔ²⁻⁴⁵ səu⁵³ suaʔ²⁻⁵⁴ t͡ɕyəʔ²
缩水	suaʔ²⁻⁴⁵ suei⁵³
缸	kɒ̃¹¹
缸子	kɒ̃¹¹ t͡səʔ²
缺	t͡ɕʰyəʔ²
缺德	t͡ɕʰyəʔ²⁻⁵⁴ tiəʔ²
缺点	t͡ɕʰyəʔ²⁻⁴⁵ tie⁵³
缺點	t͡ɕʰyəʔ²⁻⁴⁵ tie⁵³
缽	paʔ²
