㞎㞎	pa̠⁴¹ pa̠³
癢抓子	i̯æn⁴¹ t͡ɕy̯a̠³³ t͡sz̩³
癩	lai̯²¹
癩蛤蟆	lai̯²¹⁻¹¹ ka̠¹³ ma̠³³
癩頭蛤蟆	lai̯²¹⁻¹¹ təu̯¹³ ka̠¹³ ma̠³³
癫	ti̯ẽ³³
癫子	ti̯ẽ³³ t͡sz̩³
癫狗子	ti̯ẽ³³ kəu̯⁴¹ t͡sz̩³
癱	tʰan³³
癱子	tʰan³³ t͡sz̩³
癱瘓	tʰan³³ xõ⁴⁵
癲	ti̯ẽ³³
癲子	ti̯ẽ³³ t͡sz̩³
癲狗子	ti̯ẽ³³ kəu̯⁴¹ t͡sz̩³
登	tən³³
登方四正	tən³³ ɸan³³ ɕi⁴⁵ t͡sən⁴⁵
發	ɸa̠²⁴
發夢天	ɸa̠²⁴ mən²¹⁻¹¹ tʰi̯ẽ³³
發夢衝	ɸa̠²⁴ mən²¹⁻¹¹ t͡sʰən³³
發懵	ɸa̠²⁴ mən⁴¹
發氣	ɸa̠²⁴ t͡ɕʰi⁴⁵
發汗	ɸa̠²⁴ xan²¹⁻¹¹
發燒	ɸa̠²⁴ sɒu̯³³
發爛	ɸa̠²⁴ l̃an²¹⁻¹¹
發狠	ɸa̠⁴¹ xən²⁴
發痧	ɸa̠²⁴ sa̠³³
發痴	ɸa̠²⁴ t͡sʰz̩³³
發癲	ɸa̠²⁴ ti̯ẽ³³
發票	ɸa̠²⁴ pʰi̯ɒu̯⁴⁵
發筆	ɸa̠²⁴ pi²⁴
發脈	ɸa̠²⁴ mɤ̞²⁴
發脾氣	ɸa̠²⁴ pi¹³ t͡ɕʰi⁴⁵
發蒙	ɸa̠²⁴ mən¹³
發酒癲	ɸa̠²⁴ t͡ɕi̯əu̯⁴¹ ti̯ẽ³³
發風	ɸa̠²⁴ xən³³
發麵	ɸa̠²⁴ mi̯ẽ²¹⁻¹¹
白	pɤ̞²⁴
白国	pɤ̞²⁴ ku̯ɤ̞²⁴
白國	pɤ̞²⁴ ku̯ɤ̞²⁴
白果	pɤ̞²⁴ ko⁴¹
白酒	pɤ̞²⁴ t͡ɕi̯əu̯⁴¹
白露	pɤ̞²⁴ ləu̯²¹⁻¹¹
白鷺仙	pɤ̞²⁴ ləu̯²¹⁻¹¹ ɕi̯ẽ³³
白鹭仙	pɤ̞²⁴ ləu̯²¹⁻¹¹ ɕi̯ẽ³³
百	pɤ̞²⁴
的	ti²⁴
皇	u̯an¹³
皮	pi¹³
皮蛋	pi¹³ tan²¹⁻¹¹
皮袄	pi¹³ ŋɒu̯⁴¹
皮袄子	pi¹³ ŋɒu̯⁴¹ t͡sz̩³
皮襖	pi¹³ ŋɒu̯⁴¹
皮襖子	pi¹³ ŋɒu̯⁴¹ t͡sz̩³
皮鞋	pi¹³ xai̯¹³
皿	min⁴¹
盅	t͡sən³³
盆	pən¹³
盈	in¹³
益	i²⁴
益发	i²⁴ ɸa̠²⁴
益發	i²⁴ ɸa̠²⁴
盐	i̯ẽ¹³
监	kan³³
盒	xo²⁴
盖头	kai̯⁴⁵ tʰəu̯¹³
盖碗	kai̯⁴⁵ õ⁴¹
盘	põ¹³
盘子	põ¹³ t͡sz̩³
盘宝	põ¹³ pɒu̯⁴¹
盘红帐	põ¹³ xən¹³ t͡san⁴⁵
盘缠	põ¹³ t͡sə̃¹³
盘脚子	pʰõ⁴¹ t͡ɕi̯o²⁴ t͡sz̩³
盘货	põ¹³ xo⁴⁵
盛	sən⁴⁵
盟	min¹³
監	kan³³
盤	põ¹³
盤子	põ¹³ t͡sz̩³
盤寶	põ¹³ pɒu̯⁴¹
盤紅帳	põ¹³ xən¹³ t͡san⁴⁵
盤纏	põ¹³ t͡sə̃¹³
盤腳子	pʰõ⁴¹ t͡ɕi̯o²⁴ t͡sz̩³
盤貨	põ¹³ xo⁴⁵
目	mo²⁴
盲	man¹³
直	t͡sz̩²⁴
相	ɕi̯æn³³
相亲	ɕi̯æn³³ t͡ɕʰin³³
相片	ɕi̯æn⁴⁵ pʰi̯ẽ⁴⁵
相片子	ɕi̯æn⁴⁵ pʰi̯ẽ⁴⁵ t͡sz̩³
相親	ɕi̯æn³³ t͡ɕʰin³³
盼	pʰan⁴⁵
省	sən⁴¹
眉	me̞i̯¹³
眉毛	me̞i̯¹³ mɒu̯¹³
看	kʰan⁴⁵
看不來	kʰan⁴⁵ pu³ lai̯¹³
看不来	kʰan⁴⁵ pu³ lai̯¹³
看得起	kʰan⁴⁵ tɤ̞³ t͡ɕʰi⁴¹
看牛伢子	kʰan⁴⁵ n̠ʲi̯əu̯¹³ ŋa̠¹³ t͡sz̩³
看脈	kʰan⁴⁵ mɤ̞²⁴
看脉	kʰan⁴⁵ mɤ̞²⁴
真	t͡sən³³
眷	t͡ɕy̯ẽ⁴⁵
眺	tʰi̯ɒu̯⁴⁵
眼	i̯ẽ⁴¹
眼屎	ŋan⁴¹ sz̩⁴¹
眼泪水	ŋan⁴¹ li²⁴ ɕy̯e̞i̯⁴¹
眼淚水	ŋan⁴¹ li²⁴ ɕy̯e̞i̯⁴¹
眼珠子	ŋan⁴¹ t͡ɕy³³ t͡sz̩³
眼皮子	ŋan⁴¹ pi¹³ t͡sz̩³
眼眨毛	ŋan⁴¹ t͡sa̠²⁴ mɒu̯¹³
眼眶子	ŋan⁴¹ kʰu̯an³³ t͡sz̩³
眼睛皮子	ŋan⁴¹ t͡ɕin³³ pi¹³ t͡sz̩³
眼睛角	ŋan⁴¹ t͡ɕin⁴⁵ ko²⁴
眾	t͡sən⁴⁵
睁眼瞎子	t͡sən³³ ŋan⁴¹ xa̠²⁴ t͡sz̩³
睏	kʰu̯ən⁴⁵
睏不著	kʰu̯ən⁴⁵ pu³ t͡so²⁴
睏中覺	kʰu̯ən⁴⁵ t͡sən³³ kɒu̯⁴⁵
睏午覺	kʰu̯ən⁴⁵ u⁴¹ kɒu̯⁴⁵
睏懶覺	kʰu̯ən⁴⁵ l̃an⁴¹ kɒu̯⁴⁵
睏覺	kʰu̯ən⁴⁵ kɒu̯⁴⁵
睜眼瞎子	t͡sən³³ ŋan⁴¹ xa̠²⁴ t͡sz̩³
睡	ɕy̯e̞i̯⁴⁵
睡椅	ɕy̯e̞i̯⁴⁵ i⁴¹
睡覺	ɕy̯e̞i̯⁴⁵ kɒu̯⁴⁵
睡觉	ɕy̯e̞i̯⁴⁵ kɒu̯⁴⁵
瞎乌闹搞	ɕi̯a̠²⁴ u³³ lɒu̯²¹⁻¹¹ kɒu̯⁴¹
瞎吵	ɕi̯a̠²⁴ t͡sʰɒu̯⁴¹
瞎子	xa̠²⁴ t͡sz̩³
瞎烏鬧搞	ɕi̯a̠²⁴ u³³ lɒu̯²¹⁻¹¹ kɒu̯⁴¹
瞧	t͡ɕi̯ɒu̯¹³
瞧不來	t͡ɕi̯ɒu̯¹³ pu³ lai̯¹³
瞧不来	t͡ɕi̯ɒu̯¹³ pu³ lai̯¹³
瞪	tən⁴⁵
瞳人	tən¹³ ʐən¹³
瞻	t͡sə̃³³
矢	sz̩⁴¹
矣	i⁴¹
知	t͡sz̩³³
短	tõ⁴¹
短工	tõ⁴¹ kən³³
短裤子	tõ⁴¹ kʰu⁴⁵ t͡sz̩³
短褲子	tõ⁴¹ kʰu⁴⁵ t͡sz̩³
矮	ŋai̯⁴¹
矮路子	ŋai̯⁴¹ ləu̯²¹⁻¹¹ t͡sz̩³
石	sz̩²⁴
石头	sz̩²⁴ təu̯³
石头骨	sz̩²⁴ təu̯³ ku³
石榴	sz̩²⁴ li̯əu̯³
石油	sz̩²⁴ i̯əu̯¹³
石灰	sz̩²⁴ ɸe̞i̯³³
石頭	sz̩²⁴ təu̯³
石頭骨	sz̩²⁴ təu̯³ ku³
码头	ma̠²¹⁻¹¹ təu̯¹³
砂	sa̠³³
砍头	kʰan⁴¹ təu̯¹³
砍树	kʰan⁴¹ ɕy²¹⁻¹¹
砍樹	kʰan⁴¹ ɕy²¹⁻¹¹
砍頭	kʰan⁴¹ təu̯¹³
研	n̠ʲi̯ẽ³³
砖	t͡ɕy̯ẽ³³
砖坯子	t͡ɕy̯ẽ³³ pʰe̞i̯³³ t͡sz̩³
砚	n̠ʲi̯ẽ²¹
砚池	n̠ʲi̯ẽ²¹⁻¹¹ t͡sz̩¹³
砧板	tin³³ pan⁴¹
破	pʰo⁴⁵
硬	ŋən²¹
硬壳虫	ŋən²¹⁻¹¹ kʰo²⁴ t͡sən¹³
硬殼蟲	ŋən²¹⁻¹¹ kʰo²⁴ t͡sən¹³
确	kʰo²⁴
确实	kʰo²⁴ sz̩²⁴
硯	n̠ʲi̯ẽ²¹
硯池	n̠ʲi̯ẽ²¹⁻¹¹ t͡sz̩¹³
碍哒	ŋai̯²¹⁻¹¹ ta̠³
碎	se̞i̯⁴⁵
碑	pe̞i̯³³
碗	õ⁴¹
碗㞘子	õ⁴¹ təu̯²⁴ t͡sz̩³
碗蒂子	õ⁴¹ ti⁴⁵ t͡sz̩³
碟	tʰi̯e̞²⁴
碟子	tʰi̯e̞¹³ t͡sz̩³
碧	pi²⁴
碰	pʰən⁴⁵
確	kʰo²⁴
確實	kʰo²⁴ sz̩²⁴
碼頭	ma̠²¹⁻¹¹ təu̯¹³
磅	pan⁴⁵
磅秤	pan⁴⁵ t͡sʰən⁴⁵
磚	t͡ɕy̯ẽ³³
磚坯子	t͡ɕy̯ẽ³³ pʰe̞i̯³³ t͡sz̩³
磨	mo¹³
磨子	mo²¹⁻¹¹ t͡sz̩³
磨房	mo²¹⁻¹¹ ɸan¹³
磨盘	mo²¹⁻¹¹ põ²⁴
磨盤	mo²¹⁻¹¹ põ²⁴
磨郎骨	mo¹³ l̃an⁴⁵ ku³
礅	tən⁴¹
礙噠	ŋai̯²¹⁻¹¹ ta̠³
示	sz̩⁴⁵
礼	li⁴¹
礼物	li⁴¹ u²⁴
社	sɤ̞⁴⁵
祈	t͡ɕi¹³
祐	i̯əu̯⁴⁵
祖	t͡səu̯⁴¹
祝	t͡səu̯²⁴
神	sən¹³
祠	t͡sz̩¹³
祠堂	t͡sz̩¹³ tan¹³
祥	t͡ɕi̯æn¹³
票子	pʰi̯ɒu̯⁴⁵ t͡sz̩³
祭	t͡ɕi⁴⁵
祸息	xo²¹⁻¹¹ ɕi²⁴
禀	pin⁴¹
禁	t͡ɕin³³
禍息	xo²¹⁻¹¹ ɕi²⁴
福	ɸu²⁴
禧	ɕi⁴¹
禮	li⁴¹
禮物	li⁴¹ u²⁴
离	li¹³
禽	t͡ɕin¹³
禾	o¹³
禾老虫	o¹³ lɒu̯⁴¹ t͡sən¹³
禾老蟲	o¹³ lɒu̯⁴¹ t͡sən¹³
禾鐮子	o¹³ li̯ẽ¹³ t͡ɕi³
禾镰子	o¹³ li̯ẽ¹³ t͡ɕi³
禿腦殼	tʰəu̯²⁴ lɒu̯⁴¹ kʰo²⁴
秀	ɕi̯əu̯⁴⁵
私	sz̩³³
私塾	sz̩³³ səu̯²⁴
秃脑壳	tʰəu̯²⁴ lɒu̯⁴¹ kʰo²⁴
秋	t͡ɕʰi̯əu̯³³
秋分	t͡ɕʰi̯əu̯³³ ɸən³³
科	kʰo³³
秒	mi̯ɒu̯⁴¹
秘	pe̞i̯⁴⁵
秘书	pe̞i̯⁴⁵ ɕy³³
秘密	pe̞i̯⁴⁵ mi²⁴
秘書	pe̞i̯⁴⁵ ɕy³³
秤	t͡sʰən⁴⁵
秤星子	t͡sʰən⁴⁵ ɕin³³ t͡sz̩³
秤砣	t͡sʰən⁴⁵ to¹³
秧	i̯æn³³
积	t͡ɕi²⁴
移	i¹³
秽	ɸe̞i̯⁴⁵
稀	ɕi³³
稀飯	ɕi³³ ɸan²¹⁻¹¹
稀饭	ɕi³³ ɸan²¹⁻¹¹
稅	ɕy̯e̞i̯⁴⁵
程	t͡sən¹³
税	ɕy̯e̞i̯⁴⁵
稗	pa̠²¹
稗子	pa̠²¹⁻¹¹ t͡sz̩³
稚	t͡sʰz̩⁴⁵
稟	pin⁴¹
稳	u̯ən⁴¹
稻	tɒu̯²¹
稻草	tɒu̯⁴⁵ t͡sʰɒu̯⁴¹
稿	kɒu̯⁴¹
穀	ku²⁴
穀酒	ku²⁴ t͡ɕi̯əu̯⁴¹
穀雨	ku²⁴ y⁴¹
積	t͡ɕi²⁴
穗	ɸe̞i̯⁴⁵
穢	ɸe̞i̯⁴⁵
穩	u̯ən⁴¹
穷	t͡ɕin¹³
穷人子	t͡ɕin¹³ ʐən¹³ t͡sz̩³
空	kʰən³³
空头路	kʰən³³ təu̯¹³ ləu̯²¹⁻¹¹
空心菜	kʰən³³ ɕin³³ t͡sʰai̯⁴⁵
空話	kʰən³³ ɸa̠²¹⁻¹¹
空话	kʰən³³ ɸa̠²¹⁻¹¹
空路	kʰən³³ ləu̯²¹⁻¹¹
空路径	kʰən³³ ləu̯²¹⁻¹¹ t͡ɕin³³
空路徑	kʰən³³ ləu̯²¹⁻¹¹ t͡ɕin³³
空頂	kʰən³³ tin⁴¹
空頭路	kʰən³³ təu̯¹³ ləu̯²¹⁻¹¹
空顶	kʰən³³ tin⁴¹
穿	t͡ɕʰy̯e̞³³
突	tʰəu̯²⁴
窑班	i̯ɒu̯¹³ pan³³
窗	t͡ɕʰy̯æn³³
窗台	t͡ɕʰy̯æn³³ tai̯¹³
窗帘子	t͡ɕʰy̯æn³³ li̯ẽ¹³ t͡sz̩³
窗戶	t͡ɕʰy̯æn³³ ɸu³
窗户	t͡ɕʰy̯æn³³ ɸu³
窗簾子	t͡ɕʰy̯æn³³ li̯ẽ¹³ t͡sz̩³
窗臺	t͡ɕʰy̯æn³³ tai̯¹³
窘	t͡ɕyn⁴⁵
窝	o³³
窩	o³³
窮	t͡ɕin¹³
窮人子	t͡ɕin¹³ ʐən¹³ t͡sz̩³
窯班	i̯ɒu̯¹³ pan³³
立	li²⁴
立冬	li²⁴ tən³³
立夏	li²⁴ ɕi̯a̠²¹⁻¹¹
立早章	li²⁴ t͡sɒu̯⁴¹ t͡san³³
立春	li²⁴ t͡ɕʰyn³³
立秋	li²⁴ t͡ɕʰi̯əu̯³³
竖	ɕy²¹
竖心边	ɕy⁴⁵ ɕin³³ pi̯ẽ³³
站	t͡san⁴⁵
章	t͡san³³
章子	t͡san³³ t͡sz̩³
童	tən¹³
竭	ɕi̯e̞²⁴
端	tõ³³
端午節	tõ³³ u⁴¹ t͡ɕi̯e̞²⁴
端午节	tõ³³ u⁴¹ t͡ɕi̯e̞²⁴
端子	tõ³³ t͡sz̩³
端月	tõ³³ y̯e̞²⁴
端阳	tõ³³ i̯æn¹³
端陽	tõ³³ i̯æn¹³
竹	t͡səu̯²⁴
竹叶	t͡səu̯²⁴ i̯e̞²⁴
竹叶子	t͡səu̯²⁴ i̯e̞²⁴ t͡sz̩³
竹头	t͡səu̯²⁴ təu̯¹³
竹子	t͡səu̯²⁴ t͡sz̩³
竹字头	t͡səu̯²⁴ t͡ɕi²¹⁻¹¹ təu̯¹³
竹字頭	t͡səu̯²⁴ t͡ɕi²¹⁻¹¹ təu̯¹³
竹篙	t͡səu̯²⁴ kɒu̯³³
竹葉	t͡səu̯²⁴ i̯e̞²⁴
竹葉子	t͡səu̯²⁴ i̯e̞²⁴ t͡sz̩³
竹頭	t͡səu̯²⁴ təu̯¹³
笃	təu̯²⁴
笋	sən⁴¹
笋壳	sən⁴¹ kʰo²⁴
笋子	sən⁴¹ t͡sz̩³
笑	ɕi̯ɒu̯⁴⁵
笑話	ɕi̯ɒu̯⁴⁵ ɸa̠²¹⁻¹¹
笑话	ɕi̯ɒu̯⁴⁵ ɸa̠²¹⁻¹¹
笔	pi²⁴
笔套子	pi²⁴ tʰɒu̯⁴⁵ t͡sz̩³
笔尖子	pi²⁴ t͡ɕi̯ẽ³³ t͡sz̩³
笔杆子	pi²⁴ kan⁴¹ t͡sz̩³
笔法	pi²⁴ ɸa̠²⁴
笔筒	pi²⁴ tən¹³
笔记本	pi²⁴ t͡ɕi⁴⁵ pən⁴¹
笛	ti²⁴
笠	li⁴⁵
笨	pən²¹
笨屎甲	pən²¹⁻¹¹ sz̩⁴¹ ka̠²⁴
第	ti²¹
第一	ti²¹⁻¹¹ i²⁴
第二	ti²¹⁻¹¹ ɤ̞²¹⁻¹¹
筆	pi²⁴
筆套子	pi²⁴ tʰɒu̯⁴⁵ t͡sz̩³
筆尖子	pi²⁴ t͡ɕi̯ẽ³³ t͡sz̩³
筆桿子	pi²⁴ kan⁴¹ t͡sz̩³
筆法	pi²⁴ ɸa̠²⁴
筆筒	pi²⁴ tən¹³
筆記本	pi²⁴ t͡ɕi⁴⁵ pən⁴¹
等	tən⁴¹
筋	t͡ɕin³³
筍	sən⁴¹
筍子	sən⁴¹ t͡sz̩³
筍殼	sən⁴¹ kʰo²⁴
筒	tən¹³
答应	ta̠²⁴ in³
答應	ta̠²⁴ in³
答白	ta̠²⁴ pɤ̞²⁴
策	t͡sʰɤ̞²⁴
筛	sai̯³³
筛子	sai̯³³ t͡sz̩³
筛茶	sai̯³³ t͡sa̠¹³
筛酒	sai̯³³ t͡ɕi̯əu̯⁴¹
筝	t͡sən³³
筷	kʰu̯ai̯⁴⁵
筷子	kʰu̯ai̯⁴⁵ t͡sz̩³
箅	pi¹³
箍子	ku³³ t͡sz̩³
箏	t͡sən³³
算	sõ⁴⁵
算八字	sõ⁴⁵ pa̠²⁴ t͡sz̩²¹⁻¹¹
算命	sõ⁴⁵ min²¹⁻¹¹
算盘	sõ⁴⁵ põ¹³
算盘子	sõ⁴⁵ põ¹³ t͡sz̩³
算盤	sõ⁴⁵ põ¹³
算盤子	sõ⁴⁵ põ¹³ t͡sz̩³
管	kõ⁴¹
箭	t͡ɕi̯ẽ⁴⁵
箱	ɕi̯æn³³
箸	t͡ɕy⁴⁵
節	t͡ɕi̯e̞²⁴
範	ɸan⁴⁵
篇	pʰi̯ẽ³³
篤	təu̯²⁴
篦	pe̞i̯²¹
篩	sai̯³³
篩子	sai̯³³ t͡sz̩³
篩茶	sai̯³³ t͡sa̠¹³
篩酒	sai̯³³ t͡ɕi̯əu̯⁴¹
篮子	l̃an¹³ t͡sz̩³
篮球	l̃an¹³ t͡ɕi̯əu̯¹³
篷	pən¹³
篾	mi̯e̞²⁴
篾䇽	mi̯e̞²⁴ t͡sɤ̞²⁴
篾䇽子	mi̯e̞²⁴ t͡sɤ̞²⁴ t͡sz̩³
篾刀	mi̯e̞²⁴ tɒu̯³³
篾簟子	mi̯e̞²⁴ ti̯ẽ²¹⁻¹¹ t͡sz̩³
簟䇽	ti̯ẽ²¹⁻¹¹ t͡sɤ̞²⁴
簟䇽子	ti̯ẽ²¹⁻¹¹ t͡sɤ̞²⁴ t͡sz̩³
簟子	ti̯ẽ²¹⁻¹¹ t͡sz̩³
籃子	l̃an¹³ t͡sz̩³
籃球	l̃an¹³ t͡ɕi̯əu̯¹³
米	mi⁴¹
米汤	mi⁴¹ tʰan³
米湯	mi⁴¹ tʰan³
米潲水	mi⁴¹ sɒu̯⁴⁵ ɕy̯e̞i̯⁴⁵
米虫	mi⁴¹ t͡sən¹³
米蟲	mi⁴¹ t͡sən¹³
籴	tʰi²⁴
类	le̞i̯⁴⁵
粉	ɸən⁴¹
粉条	ɸən⁴¹ ti̯ɒu̯¹³
粉條	ɸən⁴¹ ti̯ɒu̯¹³
粒	li⁴⁵
粗	t͡sʰəu̯³³
粘壳	ti̯æn³³ kʰo²⁴
粘壳蛋	ti̯æn³³ kʰo²⁴ tan²¹⁻¹¹
粘殼	ti̯æn³³ kʰo²⁴
粘殼蛋	ti̯æn³³ kʰo²⁴ tan²¹⁻¹¹
粟	ɕi̯əu̯²⁴
粟路	ɕi̯əu̯²⁴ ləu̯²¹⁻¹¹
粤	y̯e̞²⁴
粥	t͡səu̯²⁴
粪	ɸən⁴⁵
粪凼	ɸən⁴⁵ tõ²¹⁻¹¹
粪屎甲	ɸən⁴⁵ sz̩⁴¹ ka̠²⁴
粮	li̯æn¹³
粱	li̯æn¹³
粵	y̯e̞²⁴
粹	t͡sʰe̞i̯⁴⁵
粽	t͡sən⁴⁵
粽子	t͡sən⁴⁵ t͡sz̩³
精	t͡ɕin³³
精子	t͡ɕin³³ t͡sz̩³
精盐	t͡ɕin³³ i̯ẽ¹³
精神污染	t͡ɕin³³ sən¹³ u³³ y̯ẽ⁴¹
精肉	t͡ɕin³³ ʐəu̯²⁴
精鹽	t͡ɕin³³ i̯ẽ¹³
糊糊面	ɸu¹³ ɸu³ mi̯ẽ²¹⁻¹¹
糊糊麵	ɸu¹³ ɸu³ mi̯ẽ²¹⁻¹¹
糖	tan¹³
糖粒子	tan¹³ li⁴⁵ t͡sz̩³
糖酱	tan¹³ t͡ɕi̯æn⁴⁵
糖醬	tan¹³ t͡ɕi̯æn⁴⁵
糜	me̞i̯¹³
糞	ɸən⁴⁵
糞凼	ɸən⁴⁵ tõ²¹⁻¹¹
糞屎甲	ɸən⁴⁵ sz̩⁴¹ ka̠²⁴
糠	kʰan³³
糧	li̯æn¹³
糯米	lo²¹⁻¹¹ mi⁴¹
糴	tʰi²⁴
系	ɕi⁴⁵
約	i̯o²⁴
紅	xən¹³
紅糖	xən¹³ tan¹³
紅花女	xən¹³ ɸa̠³³ n̠ʲy⁴¹
紅花妹子	xən¹³ ɸa̠³³ me̞i̯²¹⁻¹¹ t͡sz̩³
紅花姑娘	xən¹³ ɸa̠³³ ku³³ n̠ʲi̯æn¹³
紅薯	xən¹³ ɕy²¹⁻¹¹
紅蘿蔔	xən¹³ lo¹³ pu³
紅轎子	xən¹³ t͡ɕi̯ɒu̯²¹⁻¹¹ t͡sz̩³
納	la̠²⁴
紐	n̠ʲi̯əu̯⁴¹
純	ɕyn¹³
紗	sa̠³³
紙	t͡sz̩⁴¹
紙包冰	t͡sz̩⁴¹ pɒu̯³³ pin³³
紙扉子	t͡sz̩⁴¹ ɸe̞i̯³³ t͡sz̩³
紙莊	t͡sz̩⁴¹ t͡ɕy̯æn³³
級	t͡ɕi²⁴
素	səu̯⁴⁵
素油	səu̯⁴⁵ i̯əu̯¹³
紡紗婆	ɸan⁴¹ sa̠³³ po¹³
索子	so²⁴ t͡sz̩³
紫	t͡sz̩⁴¹
紫芽姜	t͡ɕi¹³ ŋa̠¹³ t͡ɕi̯æn³³
紫芽薑	t͡ɕi¹³ ŋa̠¹³ t͡ɕi̯æn³³
累	li̯a̠²⁴
細人子	ɕi⁴⁵ ʐən¹³ t͡sz̩³
細伢子	ɕi⁴⁵ ŋa̠¹³ t͡sz̩³
細姑子	ɕi⁴⁵ ku⁴⁵ t͡sz̩³
細媳婦	ɕi⁴⁵ ɕi²⁴ ɸu³
細崽	ɕi⁴⁵ t͡sai̯⁴¹
細指拇	ɕi⁴⁵ t͡sz̩²⁴ mɒu̯³
細指腦	ɕi⁴⁵ t͡sz̩²⁴ lɒu̯⁴¹
細舅子	ɕi⁴⁵ t͡ɕi̯əu̯²¹⁻¹¹ t͡sz̩³
細雨	ɕi⁴⁵ y⁴¹
細雨子	ɕi⁴⁵ y⁴¹ t͡sz̩³
絆	pan⁴⁵
結	t͡ɕi̯e̞²⁴
結婚	t͡ɕi̯e̞²⁴ ɸən³³
結巴	t͡ɕi̯e̞²⁴ pa̠³
結巴子	t͡ɕi̯e̞²⁴ pa̠³ t͡sz̩³
結痂	t͡ɕi̯e̞²⁴ ka̠³³
絕	t͡ɕi̯e̞²⁴
絞	t͡ɕi̯ɒu̯⁴¹
給	kɤ̞⁴¹
統	tʰən⁴¹
絲	sz̩³³
絲瓜	sz̩³³ ku̯a̠³³
絲絞邊	ɕi³³ kɒu̯⁴¹ pi̯ẽ³³
絲襪	sz̩³³ u̯a̠²⁴
絲襪子	ɕi³³ u̯a̠²⁴ t͡sz̩³
綁	pan⁴¹
綁腿	pan⁴¹ tʰe̞i̯⁴¹
經	t͡ɕin³³
經商	t͡ɕin³³ san³³
綠	ləu̯²⁴
綠豆子	ləu̯²⁴ təu̯²¹⁻¹¹ t͡sz̩³
綢	t͡sʰəu̯¹³
維	u̯e̞i̯¹³
網	u̯an⁴¹
網袋子	u̯an⁴¹ tai̯²¹⁻¹¹ t͡sz̩³
綻	t͡san⁴⁵
綽	t͡sʰo²⁴
線	ɕi̯ẽ⁴⁵
線它子	ɕi̯ẽ⁴⁵ to¹³ t͡sz̩³
線縫	ɕi̯ẽ⁴⁵ xən²¹⁻¹¹
線襪	ɕi̯ẽ⁴⁵ u̯a̠²⁴
線襪子	ɕi̯ẽ⁴⁵ u̯a̠²⁴ t͡sz̩³
線車	ɕi̯ẽ⁴⁵ t͡sʰɤ̞³³
線香	ɕi̯ẽ⁴⁵ ɕi̯æn³³
緣	y̯ẽ¹³
編	pʰi̯ẽ³³
緩	xõ⁴¹
緯	u̯e̞i̯⁴¹
練	li̯ẽ⁴⁵
練常	li̯ẽ²¹⁻¹¹ t͡san¹³
縣	ɕi̯ẽ²¹
縮	səu̯²⁴
總	t͡sən⁴¹
績	t͡ɕʰi²⁴
繃	pən³³
織	t͡sz̩²⁴
繕	sə̃⁴⁵
繩	sən¹³
繳稅	t͡ɕi̯ɒu̯⁴¹ ɕy̯e̞i̯⁴⁵
繼	t͡ɕi⁴⁵
繼爺	t͡ɕi⁴⁵ i̯a̠¹³
續	səu̯²⁴
红	xən¹³
红糖	xən¹³ tan¹³
红花女	xən¹³ ɸa̠³³ n̠ʲy⁴¹
红花妹子	xən¹³ ɸa̠³³ me̞i̯²¹⁻¹¹ t͡sz̩³
红花姑娘	xən¹³ ɸa̠³³ ku³³ n̠ʲi̯æn¹³
红萝卜	xən¹³ lo¹³ pu³
红薯	xən¹³ ɕy²¹⁻¹¹
红轿子	xən¹³ t͡ɕi̯ɒu̯²¹⁻¹¹ t͡sz̩³
约	i̯o²⁴
级	t͡ɕi²⁴
纬	u̯e̞i̯⁴¹
纯	ɕyn¹³
纱	sa̠³³
纳	la̠²⁴
纸	t͡sz̩⁴¹
纸包冰	t͡sz̩⁴¹ pɒu̯³³ pin³³
纸庄	t͡sz̩⁴¹ t͡ɕy̯æn³³
纸扉子	t͡sz̩⁴¹ ɸe̞i̯³³ t͡sz̩³
纺纱婆	ɸan⁴¹ sa̠³³ po¹³
纽	n̠ʲi̯əu̯⁴¹
线	ɕi̯ẽ⁴⁵
线它子	ɕi̯ẽ⁴⁵ to¹³ t͡sz̩³
线缝	ɕi̯ẽ⁴⁵ xən²¹⁻¹¹
线袜	ɕi̯ẽ⁴⁵ u̯a̠²⁴
线袜子	ɕi̯ẽ⁴⁵ u̯a̠²⁴ t͡sz̩³
线车	ɕi̯ẽ⁴⁵ t͡sʰɤ̞³³
线香	ɕi̯ẽ⁴⁵ ɕi̯æn³³
练	li̯ẽ⁴⁵
练常	li̯ẽ²¹⁻¹¹ t͡san¹³
细人子	ɕi⁴⁵ ʐən¹³ t͡sz̩³
细伢子	ɕi⁴⁵ ŋa̠¹³ t͡sz̩³
细姑子	ɕi⁴⁵ ku⁴⁵ t͡sz̩³
细媳妇	ɕi⁴⁵ ɕi²⁴ ɸu³
细崽	ɕi⁴⁵ t͡sai̯⁴¹
细指拇	ɕi⁴⁵ t͡sz̩²⁴ mɒu̯³
细指脑	ɕi⁴⁵ t͡sz̩²⁴ lɒu̯⁴¹
细舅子	ɕi⁴⁵ t͡ɕi̯əu̯²¹⁻¹¹ t͡sz̩³
细雨	ɕi⁴⁵ y⁴¹
细雨子	ɕi⁴⁵ y⁴¹ t͡sz̩³
织	t͡sz̩²⁴
绊	pan⁴⁵
经	t͡ɕin³³
经商	t͡ɕin³³ san³³
绑	pan⁴¹
绑腿	pan⁴¹ tʰe̞i̯⁴¹
结	t͡ɕi̯e̞²⁴
