# af-rcrl-lexicon.tsv — shipped Afrikaans pronunciation lexicon (word -> canonical IPA).
# RCRL Afrikaans Pronunciation Dictionary v1.4.1 (CTexT / North-West University) via ttslab/za_lex.
# CC BY-SA 2.5 ZA. Built by tools/afrikaans/build_af_lexicon.ts. Sidecar: af-rcrl-lexicon.PROVENANCE.md
# SHIPPED PATH ONLY — phonemizeWordRules (what the eval scores) does not consult this.
# 24914 entries.
aah	ɑː
spesifieke	spɛsəfˈikə
spesifikasie	spɛsifikˈɑːsi
spesifikasies	spɛsifikˈɑːsis
speurder	spˈøːrdər
speurders	spˈøːrdərs
speurdiens	spˈøːrdins
speurhoof	spˈøːrɦuəf
speurtak	spˈøːrtak
speurverhaal	spˈøːrfərɦɑːl
speurwerk	spˈøːrvɛrk
spier	spir
spierdistrofie	spˈirdəstrufi
spiere	spˈirə
spiergroepe	spˈirχrupə
spiermassa	spˈirmasa
spiervesels	spˈirfiəsəls
spierweefsel	spˈirviəfsəl
spierwit	spˈirvət
spierwittes	spˈirvətəs
spies	spis
spiese	spˈisə
spiets	spits
spieël	spˈiəl
spieëls	spˈiəls
spil	spəl
spilpunt	spˈəlpœnt
spinale	spinˈɑːlə
spinasie	spinˈɑːsi
spinnekoppe	spˈənəkɔpə
spioen	spiˈun
spioenasie	spiunˈɑːsi
spioene	spiˈunə
spiritualiteit	spərətʃualitˈəit
spit	spət
spits	spəts
spitsberaad	spˈətsbərɑːt
spitstyd	spˈətstəit
spitsverkeer	spˈətsfərkiər
splinternuwe	splˈəntərnyvə
split	splət
splyting	splˈəitəŋ
spoed	sput
spoedgrens	spˈutχrɛns
spoedig	spˈudəχ
spoedige	spˈudəχə
spoedlees	spˈutliəs
spoedvergadering	spˈutfərχɑːdərəŋ
spoegkobras	spˈuχkuəbras
spoei	spui
spog	spɔχ
spoggeleentheid	spˈɔχχəliəntɦəit
spoggerige	spˈɔχərəχə
spoghuis	spˈɔχɦœys
spoke	spˈuəkə
spons	spɔns
spontaan	spɔntˈɑːn
spontane	spɔntˈɑːnə
spookbaas	spˈuəkbɑːs
spookmens	spˈuəkmɛns
spoor	spuər
spoorloos	spˈuərluəs
spoorvervoer	spˈuərfərfur
spoorweg	spˈuərvɛχ
spoorwegreëlings	spˈuərvɛχriələŋs
spoorwegstasie	spˈuərvɛχstɑːsi
sporadies	spurˈɑːdis
sporadiese	spurˈɑːdisə
spore	spˈuərə
sport	spɔrt
sportbyeenkomste	spˈɔrtbəiiənkɔmstə
sportdag	spˈɔrtdaχ
sportdeelname	spˈɔrtdiəlnɑːmə
sporte	spˈɔrtə
sportfederasies	spˈɔrtfɛdərɑːsis
sportfilosofie	spˈɔrtfilusufi
sportgebeure	spˈɔrtχəbøːrə
sportgebied	spˈɔrtχəbit
sportgeleenthede	spˈɔrtχəliəntɦiədə
sportgeriewe	spˈɔrtχərivə
sportief	spɔrtˈif
sportiewe	spɔrtˈivə
sportklubs	spˈɔrtklœbs
sportkompleks	spˈɔrtkɔmplɛks
sportkunde	spˈɔrtkœndə
sportliefhebbers	spˈɔrtlifɦɛbərs
sportliggame	spˈɔrtləχɑːmə
sportlui	spˈɔrtlœy
sportman	spˈɔrtman
sportmanne	spˈɔrtmanə
sportmense	spˈɔrtmɛnsə
sportmotors	spˈɔrtmuətərs
sportprestasie	spˈɔrtprɛstɑːsi
sportpsigologiese	spˈɔrtsiχuluəχisə
sportredakteur	spˈɔrtrɛdaktøːr
sportsentrum	spˈɔrtsɛntrœm
sportsoort	spˈɔrtsuərt
sportsoorte	spˈɔrtsuərtə
sportspesifieke	spˈɔrtspɛsəfikə
sportstadion	spˈɔrtstɑːdiɔn
sportster	spˈɔrtstɛr
sportsterre	spˈɔrtstɛrə
sportuitslae	spˈɔrtœytslɑːə
sportvaardighede	spˈɔrtfɑːrdəχɦiədə
sportveld	spˈɔrtfɛlt
sportvelde	spˈɔrtfɛldə
sportvrou	spˈɔrtfrœu
sportweke	spˈɔrtviəkə
sportwetenskap	spˈɔrtviətənskap
sportwetenskaplike	spˈɔrtviətənskapləkə
spot	spɔt
spotgoedkoop	spˈɔtχutkuəp
spotprent	spˈɔtprɛnt
spotprente	spˈɔtprɛntə
spottend	spˈɔtənt
spraak	sprɑːk
spraakorgane	sprˈɑːkɔrχɑːnə
sprake	sprˈɑːkə
sprakeloos	sprˈɑːkəluəs
sprankel	sprˈaŋkəl
sprankelende	sprˈaŋkələndə
spreekbeurt	sprˈiəkbøːrt
spreekkamer	sprˈiəkkɑːmər
spreekkamers	sprˈiəkkɑːmərs
spreektye	sprˈiəktəiə
spreekwoord	sprˈiəkvuərt
spreekwoorde	sprˈiəkvuərdə
spreekwoordelike	spriəkvˈuərdələkə
sprei	sprəi
spreiding	sprˈəidəŋ
spreiligte	sprˈəiləχtə
spreke	sprˈiəkə
sprekend	sprˈiəkənt
sprekende	sprˈiəkəndə
spreker	sprˈiəkər
sprekers	sprˈiəkərs
spreuk	sprøːk
spreuke	sprˈøːkə
spring	sprəŋ
springbok	sprˈəŋbɔk
springbokke	sprˈəŋbɔkə
springbokkleure	sprˈəŋbɔkkløːrə
springbokpark	sprəŋbɔkpˈark
springer	sprˈəŋər
springlewendig	sprˈəŋliəvəndəχ
springmielies	sprˈəŋmilis
springstof	sprˈəŋstɔf
sprinkaan	sprˈəŋkɑːn
sprinkane	sprˈəŋkɑːnə
sprinkel	sprˈəŋkəl
sproei	sprui
sproete	sprˈutə
sprokie	sprˈuəki
sprokies	sprˈuəkis
sprong	sprɔŋ
spronge	sprˈɔŋə
spruit	sprœyt
spuiker	spˈœykər
spuit	spœyt
spul	spœl
spulletjie	spˈœliki
spy	spəi
spykers	spˈəikərs
spyse	spˈəisə
spyseniering	spəisənˈirəŋ
spyskaart	spˈəiskɑːrt
spyskaarte	spˈəiskɑːrtə
spysvertering	spˈəisfərtiərəŋ
spysverteringskanaal	spˈəisfərtiərəŋskanɑːl
spysverteringstelsel	spˈəisfərtiərəŋstɛlsəl
spyt	spəit
spyte	spˈəitə
staaf	stɑːf
staafgrafiek	stˈɑːfχrafik
staafmagneet	stˈɑːfmaχniət
staak	stɑːk
staalbedryf	stˈɑːlbədrəif
staaltjie	stˈɑːlki
staaltjies	stˈɑːlkis
staande	stˈɑːndə
staangemaak	stˈɑːnχəmɑːk
staanplek	stˈɑːnplɛk
staanplekke	stˈɑːnplɛkə
staanplekkie	stˈɑːnplɛki
staanposisie	stˈɑːnpuzisi
staanspoor	stˈɑːnspuər
staar	stɑːr
staatgemaak	stˈɑːtχəmɑːk
staatkundig	stɑːtkˈœndəχ
staatkundige	stɑːtkˈœndəχə
staatmaak	stˈɑːtmɑːk
staatmaker	stˈɑːtmɑːkər
staatmakers	stˈɑːtmɑːkərs
staatsaanklaer	stˈɑːtsɑːnklɑːər
staatsaanklaers	stˈɑːtsɑːnklɑːərs
staatsadvokaat	stˈɑːtsatfukɑːt
staatsadvokate	stˈɑːtsatfukɑːtə
staatsamptenaar	stˈɑːtsamptənɑːr
staatsamptenare	stˈɑːtsamptənɑːrə
staatsbates	stˈɑːtsbɑːtəs
staatsbeheer	stˈɑːtsbəɦiər
staatsbeheerde	stˈɑːtsbəɦiərdə
staatsbesteding	stˈɑːtsbəstiədəŋ
staatsbestel	stˈɑːtsbəstɛl
staatsbiblioteek	stˈɑːtsbəbliutiək
staatsdepartemente	stˈɑːtsdəpartəmɛntə
staatsdiens	stˈɑːtsdins
staatsdienskommissie	stˈɑːtsdinskumisi
staatsdienswet	stˈɑːtsdinsvɛt
staatseffekte	stˈɑːtsifɛktə
staatseiendom	stˈɑːtsəiəndɔm
staatsfinansies	stˈɑːtsfinansis
staatsfunksies	stˈɑːtsfœŋksis
staatsgeboue	stˈɑːtsχəbœuə
staatsgeld	stˈɑːtsχɛlt
staatsgetuie	stˈɑːtsχətœyə
staatsgetuies	stˈɑːtsχətœyəs
staatsgreep	stˈɑːtsχriəp
staatshoofde	stˈɑːtsɦuəfdə
staatshospitaal	stˈɑːtsɦɔspitɑːl
staatshospitale	stˈɑːtsɦɔspitɑːlə
staatsinstellings	stˈɑːtsənstɛləŋs
staatskas	stˈɑːtskas
staatskoerant	stˈɑːtskurant
staatskole	stˈɑːtskuələ
staatskorporasies	stˈɑːtskɔrpɔrɑːsis
staatskuld	stˈɑːtskœlt
staatslotery	stˈɑːtsluətərəi
staatsmag	stˈɑːtsmaχ
staatsman	stˈɑːtsman
staatsmanne	stˈɑːtsmanə
staatsmanskap	stˈɑːtsmanskap
staatsondersteunde	stˈɑːtsɔndərstøːndə
staatsopera	stˈɑːtsuəpəra
staatspresident	stˈɑːtsprəsədɛnt
staatsprokureur	stˈɑːtsprɔkœrøːr
staatsrede	stˈɑːtsriədə
staatsteater	stˈɑːtstiɑːtər
staatstelsel	stˈɑːtstɛlsəl
staatsubsidie	stˈɑːtsœbsidi
staatsuitgawes	stˈɑːtsœytχɑːvəs
staatsveiligheidsraad	stˈɑːtsfəiləχɦəitsrɑːt
staatsvorm	stˈɑːtsfɔrəm
staatsvorms	stˈɑːtsfɔrəms
stabiel	stabˈil
stabiele	stabˈilə
stabiliseer	stabəlisˈiər
stabilisering	stabəlisˈiərəŋ
stabiliteit	stabəlitˈəit
stadhuis	stˈatɦœys
stadig	stˈɑːdəχ
stadigaan	stˈɑːdəχɑːn
stadige	stˈɑːdəχə
stadiger	stˈɑːdəχər
stadion	stˈɑːdiɔn
stadions	stˈɑːdiɔns
stadium	stˈɑːdiœm
stadiums	stˈɑːdiœms
stadsbeplanning	stˈatsbəplanəŋ
stadsekretaris	stˈatsəkrətɑːrəs
stadsjapies	stˈatsjɑːpis
stadskern	stˈatskɛrən
stadsklerk	stˈatsklɛrk
stadsklerke	stˈatsklɛrkə
stadskouburg	stˈatskœubœrχ
stadspolisie	stˈatspulisi
stadsraad	stˈatsrɑːt
stadsraadslede	stˈatsrɑːtsliədə
stadsraadslid	stˈatsrɑːtslət
stadsrade	stˈatsrɑːdə
stadstate	stˈatstɑːtə
stadstatus	stˈatstɑːtœs
stadsteater	stˈatstiɑːtər
stadsvaders	stˈatsfɑːdərs
stadsverkeer	stˈatsfərkiər
staf	staf
stafhoof	stˈafɦuəf
stafies	stˈɑːfis
stagnasie	staχnˈɑːsi
stagneer	staχnˈiər
stakende	stˈɑːkəndə
stakers	stˈɑːkərs
stakings	stˈɑːkəŋs
stal	stal
stalagtiete	stalaχtˈitə
staldeur	stˈaldøːr
stallard	stˈalart
stalle	stˈalə
stalletjie	stˈaliki
stalletjies	stˈalikis
stalmaat	stˈalmɑːt
stalmaats	stˈalmɑːts
stamel	stˈɑːməl
stamhoofde	stˈamɦuəfdə
stamme	stˈamə
stamp	stamp
stamper	stˈampər
stampvol	stˈampfɔl
stamselnavorsing	stˈamsɛlnɑːfɔrsəŋ
stand	stant
standaard	standˈɑːrt
standaardafrikaans	standˈɑːrtafrikɑːns
standaardafwyking	standˈɑːrtafvəikəŋ
standaarde	standˈɑːrdə
standaardeliggame	standˈɑːrdələχɑːmə
standaardgraad	standˈɑːrtχrɑːt
standaardisering	standɑːrdisˈiərəŋ
standaardkoste	standˈɑːrtkɔstə
standaardtaal	standˈɑːrttɑːl
standaardtale	standˈɑːrttɑːlə
standaardtoerusting	standˈɑːrtturœstəŋ
standaardvariëteit	standˈɑːrtvariətəit
standaardvorm	standˈɑːrtfɔrəm
standbeelde	stˈantbiəldə
stande	stˈandə
stander	stˈandər
standerd	stˈandərt
standerton	stˈandərtɔn
standplase	stˈantplɑːsə
standpunt	stˈantpœnt
standpunte	stˈantpœntə
standpuntinname	stˈantpœntənɑːmə
standpuntinnames	stˈantpœntənɑːməs
stang	staŋ
stap	stap
stapel	stˈɑːpəl
stapels	stˈɑːpəls
stappe	stˈapə
stapper	stˈapər
stappers	stˈapərs
stapplek	stˈapplɛk
staproete	stˈaprutə
staptog	stˈaptɔχ
star	star
stasiekommissaris	stˈɑːsikɔməsɑːrəs
stasies	stˈɑːsis
state	stˈɑːtə
statebond	stˈɑːtəbɔnt
statebondslande	stˈɑːtəbɔntslandə
statige	stˈɑːtəχə
statistica	statˈəstika
statistiek	statəstˈik
statistiekdiens	statəstˈikdins
statistieke	statəstˈikə
status	stˈɑːtœs
statuswet	stˈɑːtœsvɛt
stawende	stˈɑːvəndə
ste	stə
steak	stəik
stede	stˈiədə
stedelike	stˈiədələkə
steeds	stiəts
steek	stiək
steekbaard	stˈiəkbɑːrt
steekproefneming	stˈiəkprufniəməŋ
steekproeftrekking	stˈiəkpruftrɛkəŋ
steeks	stiəks
steekwonde	stˈiəkvɔndə
steeldoppie	stˈiəldɔpi
steelkant	stˈiəlkant
steenbokke	stˈiənbɔkə
steenkamp	stˈiənkamp
steenkoolmyn	stˈiənkuəlməin
steentyd	stˈiəntəit
stefan	stˈiəfan
stefasie	stəfˈɑːsi
steier	stˈəiər
steil	stəil
steiler	stˈəilər
steilte	stˈəiltə
steke	stˈiəkə
stel	stɛl
stelle	stˈɛlə
stellenbosch	stɛlənbˈɔʃ
stellenbosse	stˈɛlənbɔsə
stellig	stˈɛləχ
stellige	stˈɛləχə
stelling	stˈɛləŋ
stellings	stˈɛləŋs
stelsel	stˈɛlsəl
stelselmatig	stɛlsəlmˈɑːtəχ
stelselontwikkeling	stˈɛlsəlɔntvəkələŋ
stelsels	stˈɛlsəls
stelsin	stˈɛlsən
stelskopper	stˈɛlskɔpər
stelskoppers	stˈɛlskɔpərs
stelskopwerk	stˈɛlskɔpvɛrk
steltberg	stˈɛltbɛrχ
stelwerk	stˈɛlvɛrk
stembande	stˈɛmbandə
stembrief	stˈɛmbrif
stembriewe	stˈɛmbrivə
stembus	stˈɛmbœs
stembusse	stˈɛmbœsə
stemdag	stˈɛmdaχ
stemhebbende	stɛmɦˈɛbəndə
stemlokaal	stˈɛmlukɑːl
stemlokale	stˈɛmlukɑːlə
stemlose	stˈɛmluəsə
stemme	stˈɛmə
stemmery	stˈɛmərəi
stemmetjie	stˈɛmiki
stemmige	stˈɛməχə
stemming	stˈɛməŋ
stempel	stˈɛmpəl
stempersentasie	stˈɛmpɛrsɛntɑːsi
stemreg	stˈɛmrɛχ
stemtoon	stˈɛmtuən
stene	stˈiənə
stensil	stˈɛnsəl
stensilwerk	stˈɛnsəlvɛrk
sterbewoners	stˈɛrbəvuənərs
stereo	stˈiəriu
stereochemie	stiəriuχˈiəmi
stereotipering	stiəriutipˈiərəŋ
stereotipes	stˈiəriutipəs
sterfbed	stˈɛrfbɛt
sterfgevalle	stˈɛrfχəfalə
sterfte	stˈɛrftə
sterftes	stˈɛrftəs
sterftesyfer	stˈɛrftəsəifər
sterftesyfers	stˈɛrftəsəifərs
steriel	stərˈil
steriele	stərˈilə
sterilisasie	stɛrəlisˈɑːsi
steriliseer	stɛrəlisˈiər
sterk	stɛrk
sterker	stˈɛrkər
sterkpunt	stˈɛrkpœnt
sterkpunte	stˈɛrkpœntə
sterkste	stˈɛrkstə
sterkte	stˈɛrktə
sterling	stˈɛrləŋ
sternum	stˈɛrnœm
steroïede	stɛruˈidə
sterre	stˈɛrə
sterrehemel	stˈɛrəɦiəməl
sterrekundige	stɛrəkˈœndəχə
sterrekundiges	stɛrəkˈœndəχəs
sterrekykers	stˈɛrəkəikərs
sterreruim	stˈɛrərœym
sterrestelsel	stˈɛrəstɛlsəl
sterrestelsels	stˈɛrəstɛlsəls
sterretjie	stˈɛriki
sterretjies	stˈɛrikis
sterrewag	stˈɛrəvaχ
sterrewagte	stˈɛrəvaχtə
stert	stɛrt
sterte	stˈɛrtə
sterwe	stˈɛrvə
sterwend	stˈɛrvənt
sterwende	stˈɛrvəndə
sterwers	stˈɛrvərs
stet	stɛt
steun	støːn
steundienste	stˈøːndinstə
steunpilare	stˈøːnpilɑːrə
steunvlak	stˈøːnflak
steur	støːr
steurend	stˈøːrənt
steurings	stˈøːrəŋs
steurnisse	stˈøːrnəsə
stewels	stˈiəvəls
stewig	stˈiəvəχ
stewige	stˈiəvəχə
stewiger	stˈiəvəχər
stewigheid	stˈiəvəχɦəit
steyn	stəin
stief	stif
stiefdogter	stˈifdɔχtər
stiefpa	stˈifpɑː
stiefseun	stˈifsøːn
stig	stəχ
stigma	stˈiχma
stigmatisering	stiχmatisˈiərəŋ
stigte	stˈəχtə
stigtelike	stˈəχtələkə
stigter	stˈəχtər
stigterlid	stˈəχtərlət
stigters	stˈəχtərs
stigterslid	stˈəχtərslət
stigtingskongres	stˈəχtəŋskɔnχrɛs
stik	stək
stikdonker	stˈəkdɔŋkər
stikselpatroon	stˈəksəlpatruən
stikste	stˈəkstə
stikstof	stˈəkstɔf
stil	stəl
stilbly	stˈəlbləi
stilering	stəlˈiərəŋ
stilgebly	stˈəlχəbləi
stilgehou	stˈəlχəɦœu
stilgemaak	stˈəlχəmɑːk
stilhou	stˈəlɦœu
stille	stˈələ
stiller	stˈələr
stilletjies	stˈəlikis
stilmaak	stˈəlmɑːk
stilsit	stˈəlsət
stilstaan	stˈəlstɑːn
stilstaande	stˈəlstɑːndə
stilstand	stˈəlstant
stilswye	stˈəlswəiə
stilswyend	stˈəlswəiənt
stiltes	stˈəltəs
stimulant	stəmylˈant
stimulasie	stəmylˈɑːsi
stimuleer	stəmylˈiər
stimulerend	stəmylˈiərənt
stimulerende	stəmylˈiərəndə
stimulering	stəmylˈiərəŋ
stimuli	stˈəmyli
stimulus	stˈəmylœs
stingel	stˈəŋəl
stingels	stˈəŋəls
stippels	stˈəpəls
stippeltjie	stˈəpəlki
stippies	stˈəpis
stiptelike	stˈəptələkə
stoei	stui
stoeiers	stˈuiərs
stoeiery	stˈuiərəi
stoeiprogram	stˈuipruχram
stoele	stˈulə
stoepe	stˈupə
stoet	stut
stoetery	stˈutərəi
stoethings	stˈutɦəŋs
stoffasie	stɔfˈɑːsi
stoffel	stˈɔfəl
stoflike	stˈɔfləkə
stofsuier	stˈɔfsœyər
stofwolk	stˈɔfvɔlk
stogastiese	stuχˈastisə
stoker	stˈuəkər
stokke	stˈɔkə
stokkie	stˈɔki
stokkies	stˈɔkis
stokou	stˈɔkœu
stokperdjie	stˈɔkpɛrki
stokperdjies	stˈɔkpɛrkis
stokstyf	stˈɔkstəif
stolsvlakte	stˈɔlsflaktə
stom	stɔm
stomgeslaan	stˈɔmχəslɑːn
stomme	stˈɔmə
stomp	stɔmp
stompe	stˈɔmpə
stompie	stˈɔmpi
stonk	stɔŋk
stoof	stuəf
stook	stuək
stoomkrag	stˈuəmkraχ
stoomopwekking	stˈuəmɔpvɛkəŋ
stoomtrein	stˈuəmtrəin
stoornis	stˈuərnəs
stoot	stuət
stootjie	stˈɔːiki
stootskraper	stˈuətskrɑːpər
stootskrapers	stˈuətskrɑːpərs
stop	stɔp
stopgesit	stˈɔpχəsət
stopsit	stˈɔpsət
stopstraat	stˈɔpstrɑːt
stopteken	stˈɔptiəkən
stopverf	stˈɔpfɛrf
store	stˈuərə
storie	stˈuəri
storieboek	stˈuəribuk
storielyn	stˈuəriləin
stories	stˈuəris
storieverteller	stˈuərifərtɛlər
stormagtige	stɔrəmˈaχtəχə
stormloop	stˈɔrəmluəp
storms	stˈɔrms
stormsterk	stˈɔrəmstɛrk
stormwater	stˈɔrəmvɑːtər
stort	stɔrt
storte	stˈɔrtə
storting	stˈɔrtəŋ
stote	stˈuətə
stotter	stˈɔtər
stout	stœut
stoute	stˈœutə
stoutste	stˈœutstə
stowwerige	stˈɔvərəχə
stoïgiometriese	stuiχiumˈiətrisə
straalplate	strˈɑːlplɑːtə
straaltjie	strˈɑːlki
straatblokke	strˈɑːtblɔkə
straathoek	strˈɑːtɦuk
straathoeke	strˈɑːtɦukə
straatkinders	strˈɑːtkəndərs
straatname	strˈɑːtnɑːmə
straatsmouse	strˈɑːtsmœusə
straf	straf
strafbaar	strˈafbɑːr
strafbare	strˈafbɑːrə
strafdoel	strˈafdul
strafdoele	strˈafdulə
strafdrie	strˈafdri
strafmaatreëls	strˈafmɑːtriəls
strafoplegging	strˈafɔplɛχəŋ
strafprosesreg	strˈafprusɛsrɛχ
strafproseswet	strˈafprusɛsvɛt
strafregtelike	strafrˈɛχtələkə
strafsake	strˈafsɑːkə
strafskop	strˈafskɔp
strafskoppe	strˈafskɔpə
strafste	strˈafstə
strafversagting	strˈaffɛrsaχtəŋ
strak	strak
straks	straks
strale	strˈɑːlə
stralend	strˈɑːlənt
stralende	strˈɑːləndə
straler	strˈɑːlər
straling	strˈɑːləŋ
stram	stram
strande	strˈandə
strandfront	strˈantfrɔnt
strandhuis	strˈantɦœys
strandmeer	strˈantmiər
strate	strˈɑːtə
strateeg	stratˈiəχ
strategie	stratəχˈi
strategies	stratˈiəχis
strategiese	stratˈiəχisə
strategieë	stratəχˈiə
stratifikasie	stratəfikˈɑːsi
strawwe	strˈavə
strawwer	strˈavər
streef	striəf
streekbedeling	strˈiəkbədiələŋ
streekdiensteraad	strˈiəkdinstərɑːt
streekdirekteur	strˈiəkdirɛktøːr
streekgrondslag	strˈiəkχrɔntslaχ
streekhof	strˈiəkɦɔf
streekhoof	strˈiəkɦuəf
streekkamer	strˈiəkkɑːmər
streekkantoor	strˈiəkkantuər
streekkantore	strˈiəkkantuərə
streekkommissaris	strˈiəkkɔməsɑːrəs
streeklanddros	strˈiəklandrɔs
streekontwikkeling	strˈiəkɔntvəkələŋ
streekraad	strˈiəkrɑːt
streekrade	strˈiəkrɑːdə
streekregering	strˈiəkrəχiərəŋ
streekregerings	strˈiəkrəχiərəŋs
streeks	striəks
streeksontwikkeling	strˈiəksɔntvəkələŋ
streekspan	strˈiəkspan
streekvlak	strˈiəkflak
streel	striəl
streep	striəp
streeptruie	strˈiəptrœyə
streke	strˈiəkə
strekking	strˈɛkəŋ
strem	strɛm
stremming	strˈɛməŋ
streng	strɛŋ
strenge	strˈɛŋə
strenger	strˈɛŋər
strengste	strˈɛŋstə
strepe	strˈiəpə
strepie	strˈiəpi
strepies	strˈiəpis
stres	strɛs
streshantering	strˈɛsɦantiərəŋ
stressor	strˈɛsɔr
stressors	strˈɛsɔrs
stresvlakke	strˈɛsflakə
stresvolle	strˈɛsfɔlə
strewe	strˈiəvə
strewes	strˈiəvəs
striemende	strˈiməndə
strikke	strˈəkə
string	strəŋ
stroewe	strˈuvə
strofe	strˈuəfə
strofes	strˈuəfəs
stroke	strˈuəkə
strokie	strˈuəki
strokies	strˈuəkis
strokiesprent	strˈuəkisprɛnt
strokiesprente	strˈuəkisprɛntə
strome	strˈuəmə
stroming	strˈuəməŋ
strominge	strˈuəməŋə
strompel	strˈɔmpəl
strook	struək
stroom	struəm
stroomaf	strˈuəmaf
stroombaan	strˈuəmbɑːn
stroombaandiagram	strˈuəmbɑːndiaχram
stroombane	strˈuəmbɑːnə
stroomop	strˈuəmɔp
stropers	strˈuəpərs
struggle	strˈaχəl
struik	strœyk
struike	strˈœykə
struikel	strˈœykəl
struikelblokke	strˈœykəlblɔkə
struikelend	strˈœykələnt
strukturalisme	strœktʃyralˈəsmə
strukture	strœktˈyrə
struktureel	strœktʃyrˈiəl
struktureer	strœktʃyrˈiər
strukturele	strœktʃyrˈiələ
strukturering	strœktʃyrˈiərəŋ
stry	strəi
stryd	strəit
strydbyl	strˈəitbəil
stryde	strˈəidə
strydenburg	strˈəidənbœrχ
strydende	strˈəidəndə
strydig	strˈəidəχ
strydom	strˈəidɔm
strydperk	strˈəitpɛrk
strydros	strˈəitrɔs
stryers	strˈəiərs
stryery	strˈəiərəi
stryk	strəik
strykdeur	strˈəikdøːr
strykers	strˈəikərs
strykkwartet	strˈəikkwartɛt
studeer	stydˈiər
studeerkamer	stydˈiərkɑːmər
student	stydˈɛnt
studente	stydˈɛntə
studies	stˈydis
studios	stˈudiœus
stuifmeel	stˈœyfmiəl
stuiptrekkings	stˈœyptrɛkəŋs
stuit	stœyt
stuitige	stˈœytəχə
stukke	stˈœkə
stukkend	stˈœkənt
stukkende	stˈœkəndə
stukkie	stˈœki
stukkies	stˈœkis
stukrag	stˈykraχ
stuks	stœks
stut	stœt
stutte	stˈœtə
styf	stəif
styfgeloop	stˈəifχəluəp
styg	stəiχ
stygende	stˈəiχəndə
stygfase	stˈəiχfɑːsə
styging	stˈəiχəŋ
stygings	stˈəiχəŋs
styl	stəil
style	stˈəilə
stylvol	stˈəilfɔl
stylvolle	stˈəilfɔlə
stysel	stˈəisəl
stywe	stˈəivə
stywer	stˈəivər
sub	sup
subjek	sˈœbjɛk
subjekte	sˈœbjɛktə
subjektief	sœbjɛktˈif
subjektiewe	sœbjɛktˈivə
subkategorieë	sœbkatəχurˈiə
subkomitee	sˈœbkɔmətiə
subkomitees	sˈœbkɔmətiəs
subkontrakteurs	sˈœbkɔntraktøːrs
subprogram	sˈœbpruχram
subprogramme	sˈœbpruχramə
subraad	sˈœbrɑːt
subsidieer	sœbsidiˈiər
subsidies	sœbsˈidis
subsisteem	sˈœbsəstiəm
substasie	sˈœbstɑːsi
substitute	sœbstətˈytə
substraat	sœbstrˈɑːt
substrukture	sˈœbstrœktyrə
subtemas	sˈœbtiəmas
subtiel	sœbtˈil
subtiele	sœbtˈilə
subtiliteit	sœbtilitˈəit
subtipes	sˈœbtipəs
subtitel	sˈœbtitəl
suffiks	sˈœfəks
suffren	sˈœfrən
suggereer	sœχərˈiər
suggestie	sœχˈɛsti
suggestief	sœχɛstˈif
sugtend	sˈœχtənt
suid	sœyt
suide	sˈœydə
suidelike	sˈœydələkə
suider	sˈœydər
suiderkruis	sˈœydərkrœys
suidkus	sˈœytkœs
suidoos	sœytˈuəs
suidooster	sœytˈuəstər
suidpole	sˈœytpuələ
suidpool	sˈœytpuəl
suidwaarts	sˈœytvɑːrts
suidwes	sœytvˈɛs
suidwestelike	sœytvˈɛstələkə
suikerbedryf	sˈœykərbədrəif
suikerriet	sˈœykərrit
suikers	sˈœykərs
suile	sˈœylə
suip	sœyp
suite	swˈitə
suites	swˈitəs
suiwel	sˈœyvəl
suiwerder	sˈœyvərdər
suiwere	sˈœyvərə
suiwerheid	sˈœyvərɦəit
suiwering	sˈœyvərəŋ
suiwerste	sˈœyvərstə
sukkel	sˈœkəl
sukkelende	sˈœkələndə
sukkelveld	sˈœkəlfɛlt
sukrose	sykrˈuəsə
sukses	sœksˈɛs
suksesresep	sœksˈɛsrəsɛp
suksesse	sœksˈɛsə
suksessie	sœksˈɛsi
suksesverhaal	sœksˈɛsfərɦɑːl
suksesverhale	sœksˈɛsfərɦɑːlə
suksesvol	sœksˈɛsfɔl
suksesvolle	sœksˈɛsfɔlə
suksesvolste	sœksˈɛsfɔlstə
sulke	sˈœlkə
summier	sœmˈir
summiere	sœmˈirə
surplus	sˈœrplœs
surrealisme	sœrialˈəsmə
surrogaatouers	sœruχˈɑːtœuərs
suspensies	sœspˈɛnsis
suspisie	sœspˈisi
sussie	sˈœsi
susterkerke	sˈœstərkɛrkə
susterkoerant	sˈœstərkurant
susters	sˈœstərs
sustertjie	sˈœstərki
swaai	swɑːi
swaaie	swˈɑːiə
swaaiende	swˈɑːiəndə
swaaitjie	swˈɑːiki
swaard	swɑːrt
swaarde	swˈɑːrdə
swaarder	swˈɑːrdər
swaardgekletter	swˈɑːrtχəklɛtər
swaargewig	swˈɑːrχəvəχ
swaargewigte	swˈɑːrχəvəχtə
swaarkry	swˈɑːrkrəi
swaarste	swˈɑːrstə
swael	swˈɑːəl
swaeltjies	swˈɑːəlkis
swaer	swˈɑːər
swak	swak
swakhede	swˈakɦiədə
swakheid	swˈakɦəit
swakke	swˈakə
swakker	swˈakər
swakkerige	swˈakərəχə
swakkes	swˈakəs
swakpunte	swˈakpœntə
swakste	swˈakstə
swam	swam
swanesang	swˈɑːnəsaŋ
swanger	swˈaŋər
swangerskap	swˈaŋərskap
swangerskappe	swˈaŋərskapə
