# Urdu IPA COVERAGE lexicon — undiacritized skeleton ⇥ canonical IPA (UNSTRESSED; weight-stress applied at lookup).
# Replaces the harakat lexicon for Urdu: harakat can't encode majhūl (ی=iː~eː, و=oː~uː); the cross-script Hindi
# gold carries it. Source: silver.hindiurdu.tsv (real Urdu spellings, IPA from the hi g2p — independent of wikipron)
# then the g2p-converted harakat lexicon for the Urdu-native tail. Regenerate: tools/arabic-restorer/build_ur_ipa_lexicon.ts.
آؤ	ɑːʋ
کداپي	kəd̪ɑːpɪ
کدو	kəd̪ːuː
کدھر	kɪd̪ʱəɾ
کر	kʰeːl
کرارا	kəɾɑːɾɑː
کرانا	kɪɾɑːnɑː
کرانچی	kɪɾɑː̃t͡ʃiː
کرانی	kɪɾɑːniː
کراٹے	kəɾɑːʈeː
کراچوی	kəɾɑːt͡ʃɪʋiː
کراچی	kəɾɑːt͡ʃiː
کراہنا	kəɾɑːɦnɑː
کرایہ	kɪɾɑːjɑ
کرتوت	kəɾt̪uːt̪
کرتہ	kʊɾt̪ɑ
کردار	kɪɾd̪ɑːɾ
کردستان	kʊɾd̪ɪst̪ɑːn
کردنت	kɾɪd̪ən̪t̪
کردھ	kɾʊd̪ʱː
کرستان	kɾɪst̪ɑːn
کرسمس	kɾɪsməs
کرسی	kʊɾsiː
کرشمہ	kəɾɪʃmɑ
کرشن	kɾɪʃɳ
کرغیزستان	kɪɾɡɪzəst̪ɑːn
کرم	kəɾəm
کرن	kəɾɳ
کرنا	kəɾnɑː
کرنال	kəɾnɑːl
کرناٹک	kəɾnɑːʈək
کرندھار	kəɾɳəd̪ʱɑːɾ
کرنشکتی	kəɾɳəʃʊkt̪ɪ
کرنل	kəɾnəl
کرنو	kəɾə̲noː
کرنوں	kəɾə̲noː̃
کرنیں	kəɾə̲neː̃
کرنے	kəɾneː
کروانا	kəɾʋɑːnɑː
کرودھ	kɾoːd̪ʱ
کروس	kɾuːs
کروندا	kəɾɔːn̪d̪ɑː
کروٹ	kəɾʋəʈ
کروڑ	kəɾoːɽ
کرویشیا	kɾoːeːʃɪjɑː
کرپا	kɾɪpɑː
کرپور	kəɾpuːɾ
کرپیا	kɾɪpjɑː
کرچ	kɪɾət͡ʃ
کرچھی	kəɾt͡ʃʰiː
کرکرا	kʊɾkʊɾɑː
کرکلا	kɪɾkɪlɑː
کرکٹ	kɾɪkeːʈ
کرگز	kɪɾɡɪz
کرگھا	kəɾɡʱɑː
کری	kəɾiː
کریا	kɾɪjɑː
کریر	kʊɾiːɾ
کریلا	kəɾeːlɑː
کریم	kɾiːm
کس	kɪs
کسان	kɪsɑːn
کسر	kəsəɾ
کسرت	kəsɾət̪
کسم	kʊsʊm
کسنا	kəsnɑː
کسنجر	kɪsɪɲd͡ʒəɾ
کسوٹی	kəsɔːʈiː
کسک	kəsək
کسی	kɪsiː
کسیرا	kəseːɾɑː
کسیس	kəsiːs
کسے	kɪseː
کش	kəʃ
کشاراتو	kʃɑːɾɑːt̪ʊ
کشت	kɪʃt̪
کشتہ	kʊʃt̪ɑ
کشتی	kəʃt̪iː
کشتیاں	kəʃət̪ʊjɑː̃
کشتیوں	kəʃət̪ʊjoː̃
کشدر	kʃʊd̪ɾ
کشدھا	kʃʊd̪ʱɑː
کشری	kʃʊɾiː
کشف	kəʃf
کشما	kʃəmɑː
کشمش	kɪʃmɪʃ
کشمکش	kəʃəmkəʃ
کشمیر	kəʃmiːɾ
کشمیری	kəʃmiːɾiː
کشن	kʃəɳ
کشواہا	kʊʃʋɑːɦɑː
کشور	kɪʃoːɾ
کشورا	kɪʃoːɾɑː
کشورک	kʃɔːɾɪk
کشوری	kɪʃoːɾiː
کشيتر	kʃeːt̪ɾ
کشٹ	kəʃʈ
کشی	kʃɛj
کشیترفل	kʃeːt̪ɾəfəl
کشیروگ	kʃəjɾoːɡ
کشیپ	kʃeːp
کعبہ	kɑːbɑ
کفایت	kɪfɑːjət̪
کفایتی	kɪfɑːjt̪iː
کفن	kəfən
کل	kʊl
کلا	kəlɑː
کلائی	kəlɑːiː
کلاس	klɑːs
کلال	kəlɑːl
کلام	kəlɑːm
کلاونت	kəlɑːʋən̪t̪
کلاپ	kəlɑːp
کلاں	kəlɑː̃
کلب	kləb
کلتھی	kʊlt̪ʰiː
کلرک	kləɾk
کلس	kɪləs
کلسا	kəlsɑː
کلسانا	kɪlsɑːnɑː
کلسنا	kɪləsnɑː
کلش	kələʃ
کلف	kələf
کلفٹن	klɪfʈən
کلمہ	kəlmɑ
کلنگ	kʊləŋɡ
کلو	kɪloː
کلوار	kəlʋɑːɾ
کلور	kəloːɾ
کلول	kəloːl
کلومیٹر	kɪloːmiːʈəɾ
کلوٹا	kəluːʈɑː
کلپانا	kəlpɑːnɑː
کلپنا	kələpnɑː
کلچہ	kʊlt͡ʃɑ
کلکتہ	koːlkɑːt̪ɑ
کلہاڑا	kʊlɦɑːɽɑː
کلہاڑی	kʊlɦɑːɽiː
کلی	kəliː
کلیان	kəljɑːɳ
کلیجا	kəleːd͡ʒɑː
کلیجی	kəleːd͡ʒiː
کلیسا	kəliːsɑː
کلیسیا	kəliːsɪjɑː
کلیوا	kəleːʋɑː
کم	kəm
کماری	kʊmɑːɾiː
کمال	kəmɑːl
کمان	kəmɑːn
کمانا	kəmɑːnɑː
کمبخت	kəmbəxt̪
کمبل	kəmbəl
کمبوڈیا	kəmboːɖɪjɑː
کمبھ	kʊmbʱ
کمبھکار	kʊmbʱəkɑːɾ
کمتر	kəmt̪əɾ
کمترین	kəmət̪ɾiːn
کمدنی	kʊmʊd̪ɪniː
کمر	kəməɾ
کمرہ	kəmɾɑ
کمزور	kəmzoːɾ
کمزوری	kəmzoːɾiː
کمشنر	kəmɪʃnəɾ
کمل	kəməl
کملا	kəmə̲lɑː
کملائی	kəmə̲lɑːiː
کمپ	kəmp
کمپت	kəmpɪt̪
کمپن	kəmpən
کمپنی	kəmpəniː
کمپیوٹر	kəmpjuːʈəɾ
کمک	kʊmək
کمکم	kʊmkʊm
کمھڑا	kʊmɦəɽɑː
کمہار	kʊmɦɑːɾ
کمہلانا	kʊmɦəlɑːnɑː
کمی	kəmiː
کمینٹ	kəmeːɳʈ
کمینہ	kəmiːnɑ
کمیونزم	kəmjʊnɪzəm
کمیٹی	kəmeːʈiː
کن	kɪn
کنارہ	kɪnɑːɾɑ
کناڈا	kənɑːɖɑː
کنبہ	kʊnbɑ
کنجوس	kəɲd͡ʒuːs
کنجڑا	kʊɲd͡ʒəɽɑː
کنجی	kʊɲd͡ʒiː
کند	kənd̪
کندرا	kən̪d̪əɾɑː
کندھا	kən̪d̪ʱɑː
کنشت	kʊnɪʃt̪
کنشٹھا	kənɪʃʈʰɑː
کنواری	kʊ̃ɑːɾiː
کنواں	kʊɑː̃
کنوتی	kənɔːt̪iː
کنوج	kənːɔːd͡ʒ
کنور	kʊ̃ʋəɾ
کنول	kə̃ʋəl
کنٹرول	kənʈɾoːl
کنٹرکٹر	kɑːɳʈɾeːkʈəɾ
کنٹھ	kəɳʈʰ
کنٹھا	kʊɳʈʰɑː
کنٹھمالا	kəɳʈʰəmɑːlɑː
کنپٹی	kənəpʈiː
کنڈ	kʊɳɖ
کنڈا	kəɳɖɑː
کنڈیشنر	kəɳɖiːʃnəɾ
کنڑ	kənːəɽ
کنک	kənək
کنکریٹ	kəŋkɾiːʈ
کنکڑ	kəŋkəɽ
کنگارو	kəŋɡɑːɾuː
کنگال	kəŋɡɑːl
کنگالی	kəŋɡɑːliː
کنگن	kəŋɡən
کنگنی	kə̃ɡniː
کنگھا	kəŋɡʱɑː
کنگھی	kəŋɡʱiː
کنھیں	kɪnɦeː̃
کنہیا	kənɦɛːjɑː
کنیا	kənɪjɑː
کنیاکماری	kənjɑːkʊmɑːɾiː
کنیز	kəniːz
کنیسہ	kəniːsɑ
کهسکانا	kʰɪskɑːnɑː
کهن	kʰɪnː
کهپانا	kʰəpɑːnɑː
کو	koː
کوآلا	koːɑːlɑː
کوئلہ	koːjlɑ
کوئمبتور	koːjəmbət̪uːɾ
کوئٹہ	kʋeːʈɑ
کوئی	koːiː
کوا	kɔːɑː
کوارنٹین	kʋɑːɾəɳʈiːn
کوارٹز	kʋɑːɾʈəz
کوارک	kʋɑːɾk
کواڑ	kɪʋɑːɽ
کواں	kɪʋɑː̃
کوبا	kuːbɑː
کوبڑ	kuːbəɽ
کوت	kuːt̪
کوتا	kəʋɪt̪ɑː
کوتوال	koːt̪ʋɑːl
کوتھمیر	koːt̪ʰmiːɾ
کوجنا	kuːd͡ʒnɑː
کودنا	kuːd̪nɑː
کودو	koːd̪oː
کور	koːɾ
کوراساؤ	kʊɾɑːsɑːoː
کورو	kɔːɾəʋ
کوروناوایرس	koːɾoːnɑːʋɑːjɾəs
کورٹ	koːɾʈ
کوریا	koːɾɪjɑː
کوریائی	koːɾɪjɑːiː
کوزه	kuːzɑː
کوس	koːs
کوسنا	koːsnɑː
کوسووو	koːsoːʋoː
کوسٹاریکا	koːsʈɑː ɾɪkɑː
کوش	koːʃ
کوشر	koːʃəɾ
کوشش	koːʃɪʃ
کوشکا	koːʃɪkɑː
کوفتہ	koːft̪ɑ
کوفی	koːfiː
کولاهل	koːlɑːɦəl
کولر	kuːləɾ
کولمبو	koːləmboː
کولمبیا	koːləmbɪjɑː
کولہا	kuːlɦɑː
کوماموتو	kʊmɑːmoːt̪oː
کومل	koːməl
کوموروس	koːmoːɾoːs
کومپل	koːmpəl
کومیتانو	ɡoːmeːd̪ɑːt̪ʊ
کون	kɔːn
کونا	koːnɑː
کونٹل	kʋɪɳʈəl
کونچ	kuː̃t͡ʃ
کونچنا	koːɲt͡ʃənɑː
کونکنی	koːŋkəɳiː
کووں	kɪʋoː̃
کوٹ	koːʈ
کوٹا	koːʈɑː
کوٹنا	kuːʈnɑː
کوٹوار	koːʈʋɑːɾ
کوٹوال	koːʈʋɑːl
کوٹھا	koːʈʰɑː
کوٹھاری	koːʈʰɑːɾiː
کوٹھری	koːʈʰɾiː
کوٹھی	koːʈʰiː
کوٹہ	koːʈɑ
کوپی	kuːpiː
کوچ	kuːt͡ʃ
کوچنا	koːt͡ʃnɑː
کوچہ	kuːt͡ʃɑ
کوچی	koːt͡ʃiː
کوچینگ	kʊt͡ʃɪŋɡ
کوڑا	kuːɽɑː
کوڑھ	koːɽʱ
کوڑی	kɔːɽiː
کوک	kəʋək
کوکاکولا	koːkɑː koːlɑː
کوکھ	koːkʰ
کوکی	kʊkiː
کوہ	koːɦ
کوہلو	koːɦluː
کوہیما	koːɦɪmɑː
کوی	kəʋiː
کویت	kʊʋɛːt̪
کویل	koːjəl
کویلا	kəʋeːlɑː
کيسن	kɛːsən
کٹار	kəʈɑːɾ
کٹج	kʊʈəd͡ʒ
کٹهوتا	kəʈʰɔːt̪ɑː
کٹورا	kəʈoːɾɑː
کٹوری	kəʈoːɾiː
کٹک	kəʈək
کٹکی	kʊʈkiː
کٹھ	kəʈʰ
کٹھل	kəʈɦəl
کٹھن	kəʈʰɪn
کٹھنائی	kəʈʰɪnɑːiː
کٹھور	kəʈʰoːɾ
کٹھوعہ	kəʈʰʊɑ
کٹھیار	kʊʈʰɪjɑːɾ
کٹی	kəʈɪ
کپا	kʊpːɑː
کپاس	kəpɑːs
کپال	kəpɑːl
کپتان	kəpt̪ɑːn
کپل	kəpːəl
کپوت	kəpoːt̪
کپور	kəpuːɾ
کپٹی	kəpʈiː
کپڑا	kəpɽɑː
کچا	kət͡ʃːɑː
کچالو	kət͡ʃɑːluː
کچرا	kət͡ʃɾɑː
کچن	kɪt͡ʃən
کچنار	kət͡ʃnɑːɾ
کچومر	kət͡ʃuːməɾ
کچوڑی	kət͡ʃɔːɽiː
کچکچ	kɪt͡ʃkɪt͡ʃ
کچھ	kʊt͡ʃʰ
کچھا	kət͡ʃʰːɑː
کچھارا	kət͡ʃʰːɑːɾɑː
کچھوا	kət͡ʃʰʊɑː
کچہری	kət͡ʃəɦɾiː
کڑا	kəɽɑː
کڑاہی	kəɽɑːɦiː
کڑما	kʊɽmɑː
کڑمچودی	kʊɽʊmt͡ʃoːd̪iː
کڑوا	kəɽʋɑː
کڑوی	kəɽʋiː
کڑوے	kəɽʋeː
کڑکنا	kəɽəknɑː
کڑکڑانا	kəɽəkɽɑːnɑː
کڑھائی	kəɽʱɑːiː
کڑھاہی	kəɽʱɑːɦiː
کڑھنا	kʊɽʱnɑː
کڑھی	kəɽʱiː
کڑی	kəɽiː
ککرمتا	kʊkʊɾmʊt̪ːɑː
ککش	kəkʃ
ککنا	kəknɑː
ککڑی	kəkɽiː
کگار	kəɡɑːɾ
کھائی	kʰɑːiː
کھاتا	kʰɑːt̪ɑː
کھاد	kʰɑːd̪
کھادیہ	kʰɑːd̪j
کھارا	kʰɑːɾɑː
کھاری	kʰɑːɾiː
کھال	kʰɑːl
کھان	kʰɑːn
کھانا	kʰɑːnɑː
کھانسنا	kʰɑː̃snɑː
کھانسی	kʰɑː̃siː
کھانگ	kʰɑː̃ɡ
کھانی	kʰɑːnɪ
کھاٹ	kʰɑːʈ
کھاڑی	kʰɑːɽiː
کھبا	kʰəbːɑː
کھتری	kʰət̪ɾiː
کھجلی	kʰʊd͡ʒliː
کھجور	kʰəd͡ʒuːɾ
کھدیوت	kʰəd̪joːt̪
کھدیڑنا	kʰəd̪eːɽnɑː
کھر	kʰəɾ
کھرا	kʰəɾɑː
کھرائی	kʰəɾɑːiː
کھرجو	kʰəɾd͡ʒʊ
کھرنڈ	kʰʊɾəɳɖ
کھرپا	kʰʊɾpɑː
کھرچنا	kʰəɾoːɲt͡ʃənɑː
کھرہا	kʰəɾɦɑː
کھرے	kʰəɾeː
کھسرا	kʰəsɾɑː
کھسکنا	kʰɪsəknɑː
کھل	kʰəl
کھلانا	kʰɪlɑːnɑː
کھلاڑی	kʰɪlɑːɽiː
کھلبل	kʰəlbəl
کھلبلی	kʰələbliː
کھلنا	kʰɪlnɑː
کھلنایکا	kʰəlnɑːjɪkɑː
کھلوانا	kʰɪlʋɑːnɑː
کھلونا	kʰɪlɔːnɑː
کھلکڑ	kʰɪləkːəɽ
کھلیانا	kʰəlɪjɑːnɑː
کھمبا	kʰəmbɑː
کھمبھا	kʰəmbʱɑː
کھمیر	kʰmeːɾ
کھناکھن	kʰənɑːkʰən
کھنس	kʰʊnəs
کھنن	kʰənən
کھنچاو	kʰɪɲt͡ʃɑːʋ
کھنڈ	kʰəɳɖ
کھنڈا	kʰəɳɖɑː
کھنڈر	kʰəɳɖəɾ
کھنڈرات	kʰənɖəɾɑːt̪
کھنڈروں	kʰənɖəɾoː̃
کھنڈھر	kʰəɳɖɛɦɛɾ
کھنڈیلوال	kʰəɳɖeːlʋɑːl
کھنک	kʰənək
کھنکنا	kʰənəknɑː
کھنکھڑ	kʰə̃kʰəɽ
کھنگالنا	kʰə̃ɡɑːlnɑː
کھوا	kʰoːɑː
کھوج	kʰoːd͡ʒ
کھوجنا	kʰoːd͡ʒnɑː
کھود	kʰuːd̪
کھودنا	kʰoːd̪nɑː
کھول	kʰoːl
کھولنا	kʰoːlnɑː
کھونا	kʰoːnɑː
کھونٹا	kʰuːɳʈɑː
کھونڑا	kʰoːɳɽɑː
کھوٹا	kʰoːʈɑː
کھوپ	kʰoːp
کھوپڑی	kʰoːpɽiː
کھوکا	kʰoːkɑː
کھوکلا	kʰoːklɑː
کھوکھل	kʰoːkʰəl
کھوکھلا	kʰoːkʰlɑː
کھٹ	kʰəʈ
کھٹا	kʰəʈʈɑː
کھٹائی	kʰəʈɑːiː
کھٹارا	kʰəʈɑːɾɑː
کھٹاس	kʰəʈɑːs
کھٹمل	kʰəʈməl
کھٹوا	kʰəʈʋɑː
کھٹولا	kʰəʈoːlɑː
کھٹکا	kʰəʈkɑː
کھٹکھٹانا	kʰəʈəkʰʈɑːnɑː
کھٹیا	kʰəʈɪjɑː
کھپت	kʰəpət̪
کھپنا	kʰəpnɑː
کھچڑی	kʰɪt͡ʃɽiː
کھڑا	kʰəɽɑː
کھڑاؤں	kʰəɽɑːuː̃
کھڑوس	kʰəɽuːs
کھڑک	kʰəɽək
کھڑکی	kʰɪɽkiː
کھڑیا	kʰəɽɪjɑː
کھکھوڑنا	kʰəkʰoːɽnɑː
کھیت	kʰeːt̪
کھیتو	kʰeːt̪oː
کھیتوں	kʰeːt̪oː̃
کھیجنا	kʰiːd͡ʒnɑː
کھید	kʰeːd̪
کھیر	kʰiːɾ
کھیرا	kʰiːɾɑː
کھیسا	kʰiːsɑː
کھیل	kʰeːl
کھیلا	kʰeːlɑː
کھیلتے	kʰeːlt̪eː
کھیلنا	kʰeːlnɑː
کھیلنیوالی	kʰeːlneːʋɑːliː
کھینا	kʰeːnɑː
کھینچنا	kʰiːɲt͡ʃənɑː
کھیوا	kʰeːʋɑː
کھیپ	kʰeːp
کہ	keː
کہا	kəɦɑː
کہانی	kəɦɑːniː
کہاوت	kəɦɑːʋət̪
کہاں	kəɦɑː̃
کہر	kʊɦəɾ
کہرا	koːɦɾɑː
کہرام	koːɦɾɑːm
کہلانا	kəɦlɑːnɑː
کہنا	kəɦnɑː
کہنی	kʊɦniː
کہکشاں	kɑːɦəkʃɑːn
کہیں	kəɦiː̃
کی	kiː
کیا	kjɑː
کیاری	kʊjɑːɾiː
کیتواتو	keːt̪ʋɑːt̪ʊ
کیتکی	keːt̪kiː
کیتھ	kɛːt̪ʰ
کیتھانا	kɛːt̪ʰɑːnɑː
کیتھرین	kɛːt̪ʰɾiːn
کیتھل	kɛːt̪ʰəl
کیتھولک	kɛːt̪ʰoːlɪk
کیجریوال	keːd͡ʒɾiːʋɑːl
کیرتن	kiːɾt̪ən
کیرل	keːɾəl
کیرلا	keːɾəl
کیریباتی	kɪɾɪbɑːt̪iː
کیسا	kɛːsɑː
کیسر	keːsəɾ
کیسری	keːsɾiː
کیسی	kɛːsiː
کیسے	kɛːseː
کیش	keːʃ
کیفے	kɛːfeː
کیل	kiːl
کیلا	keːlɑː
کیلکولیٹر	kɛːlkʊleːʈəɾ
کیلگری	kɛːləɡɾiː
کیلی	keːlɪ
کیلیفورنیا	kɛːlɪfoːɾnɪjɑː
کیلیڈوسکوپ	kɛːlɪɖoːskoːp
کیمبرج	kɛːmbɾɪd͡ʒ
کیمرہ	kɛːmɾɑ
کیمیا	kiːmɪjɑː
کیمیائی	kiːmʊjɑːiː
کینبرا	kɛːnəbɾɑː
کیندرت	keːn̪d̪ɾɪt̪
کینسر	kɛːnsəɾ
کینچؤا	keːɲt͡ʃʊɑː
کینڈی	kɛːɳɖiː
کینہ	kiːnɑ
کینیا	keːnjɑː
کیوبا	kjuːbɑː
کیول	keːʋəl
کیونکہ	kjoːŋkɪ
کیوڑا	keːʋɽɑː
کیوں	kjoː̃
کیوی	kiːʋiː
کیٹ	kiːʈ
کیٹوکیان	kiːʈʋɪd͡ʒɲɑːn
کیچڑ	kiːt͡ʃəɽ
کیڑا	kiːɽɑː
کیک	keːk
کیکر	kiːkəɾ
کیکڑا	keːkɽɑː
کے	keː
گئی	ɡəiː
گئے	ɡəeː
گاؤں	ɡɑː̃ʋ
گائے	ɡɑːj
گابھ	ɡɑːbʱ
گابھن	ɡɑːbʱɪn
گاتر	ɡɑːt̪ɾ
گاجر	ɡɑːd͡ʒəɾ
گاجنا	ɡɑːd͡ʒnɑː
گال	ɡɑːl
گالی	ɡɑːliː
گام	ɡɑːm
گان	ɡɑːn
گانا	ɡɑːnɑː
گانجا	ɡɑːɲd͡ʒɑː
گاندھی	ɡɑːn̪d̪ʱiː
گانسو	ɡɑː̃suː
گانووالا	ɡɑː̃ʋʋɑːlɑː
گانٹھ	ɡɑː̃ʈʰ
گانٹھکٹ	ɡɑː̃ʈʰkəʈ
گانڈ	ɡɑːɳɖ
گانڈو	ɡɑːɳɖuː
گاو	ɡɑːʋ
گاچھ	ɡɑːt͡ʃʰ
گاڑا	ɡɑːɽɑː
گاڑنا	ɡɑːɽnɑː
گاڑھا	ɡɑːɽʱɑː
گاڑی	ɡɑːɽiː
گاگر	ɡɑːɡəɾ
گاںٹھنا	ɡɑː̃ʈʰnɑː
گاہ	ɡɑːɦ
گاہنا	ɡɑːɦnɑː
گاہک	ɡɑːɦək
گایک	ɡɑːjək
گایکا	ɡɑːjɪkɑː
گبر	ɡəbːəɾ
گبرو	ɡəbɾuː
گت	ɡət̪
گتودھی	ɡət̪ɪʋɪd̪ʱɪ
گتی	ɡət̪ɪ
گج	ɡəd͡ʒ
گجرات	ɡʊd͡ʒɾɑːt̪
گجراتی	ɡʊd͡ʒɾɑːt̪iː
گجھیا	ɡʊd͡ʒʱɪjɑː
گدا	ɡʊd̪ɑː
گدادوار	ɡʊd̪ɑːd̪ʋɑːɾ
گدڑی	ɡʊd̪ɽiː
گدگدانا	ɡʊd̪ɡʊd̪ɑːnɑː
گدھ	ɡɪd̪ʱː
گدھا	ɡəd̪ʱɑː
گدھیاں	ɡəd̪ʱʊjɑː̃
گدھیو	ɡəd̪ʱʊjoː
گدھیوں	ɡəd̪ʱʊjoː̃
گدی	ɡəd̪ːiː
گذارنا	ɡʊzɑːɾnɑː
گذارہ	ɡʊzɑːɾɑ
گذر	ɡʊzəɾ
گر	ɡəɾ
گرام	ɡɾɑːm
گرامر	ɡɾɑːməɾ
گرامیدھرم	ɡɾɑːmjəd̪ʱəɾm
گرامیسکھ	ɡɾɑːmjəsʊkʰ
گرانا	ɡɪɾɑːnɑː
گراوٹ	ɡɪɾɑːʋəʈ
گراہک	ɡɾɑːɦək
گربھ	ɡəɾbʱ
گربھاشے	ɡəɾbʱɑːʃɛj
گربہ	ɡʊɾbɑ
گرج	ɡəɾəd͡ʒ
گرجا	ɡɪɾd͡ʒɑː
گرجاگھر	ɡɪɾd͡ʒɑːɡʱəɾ
گرجستان	ɡʊɾd͡ʒɪst̪ɑːn
گرجنا	ɡəɾəd͡ʒnɑː
گرد	ɡəɾd̪
گردش	ɡəɾd̪ɪʃ
گردن	ɡəɾd̪ən
گردنوں	ɡəɾd̪ənoː̃
گردنیں	ɡəɾd̪əneː̃
گردوارہ	ɡʊɾʊd̪ʋɑːɾɑ
گردہ	ɡʊɾd̪ɑ
گردی	ɡəɾd̪iː
گرز	ɡəɾz
گرفت	ɡɪɾəft̪
گرفتار	ɡɪɾəft̪ɑːɾ
گرفتاری	ɡɪɾəft̪ɑːɾiː
گرم	ɡəɾm
گرمانا	ɡəɾmɑːnɑː
گرماگرم	ɡəɾmɑːɡəɾm
گرمٹ	ɡɪɾmɪʈ
گرمکھی	ɡʊɾmʊkʰiː
گرمی	ɡəɾmiː
گرمیاں	ɡəɾəmʊjɑː̃
گرمیو	ɡəɾəmʊjoː
گرمیوں	ɡəɾəmʊjoː̃
گرنا	ɡɪɾnɑː
گرنتھ	ɡɾən̪t̪ʰ
گرو	ɡʊɾʊ
گرووار	ɡʊɾʊʋɑːɾ
گروپ	ɡɾuːp
گروہ	ɡɪɾoːɦ
گروی	ɡɪɾʋiː
گرویدہ	ɡəɾʋiːd̪ɑ
گرڈ	ɡəɾʊɖ
گرڑ	ɡəɾʊɽ
گرکٹ	ɡəɾkəʈ
گرگٹ	ɡɪɾɡɪʈ
گرہ	ɡɾɪɦ
گری	ɡɪɾiː
گریانا	ɡəɾɪjɑːnɑː
گریبان	ɡəɾeːbɑːn
گریس	ɡɾiːs
گریشم	ɡɾiːʃm
گریگوری	ɡɾeːɡoːɾiː
گز	ɡəz
گزارش	ɡʊzɑːɾɪʃ
گزر	ɡəzəɾ
گزشتہ	ɡʊzəʃt̪ɑ
گستاخ	ɡʊst̪ɑːx
گستاخی	ɡʊst̪ɑːxiː
گشت	ɡəʃt̪
گشتیاں	ɡəʃət̪ʊjɑː̃
گشتیو	ɡəʃət̪ʊjoː
گشتیوں	ɡəʃət̪ʊjoː̃
گفتار	ɡʊft̪ɑːɾ
گفتگو	ɡʊft̪əɡuː
گل	ɡʊl
گلا	ɡəlɑː
گلاب	ɡʊlɑːb
گلابی	ɡʊlɑːbiː
گلاس	ɡlɑːs
گلاسگو	ɡlɑːsɡoː
گلال	ɡʊlɑːl
گلانی	ɡlɑːnɪ
گلدان	ɡʊld̪ɑːn
گلدستہ	ɡʊld̪əst̪ɑ
گلزار	ɡʊlzɑːɾ
گلسؤا	ɡəlsʊɑː
گلستان	ɡʊlɪst̪ɑːn
گلشن	ɡʊlʃən
گلفام	ɡʊlfɑːm
گلمچھا	ɡəlmʊt͡ʃʰːɑː
گلنا	ɡəlnɑː
گلچھرا	ɡʊlt͡ʃʰəɾɾɑː
گلگت	ɡɪlɡɪt̪
گلہ	ɡɪlɑ
گلہری	ɡɪləɦɾiː
گلی	ɡəliː
گلیارا	ɡəlɪjɑːɾɑː
گلیانا	ɡəlɪjɑːnɑː
گلیاں	ɡəlʊjɑː̃
گلیل	ɡəliːl
گلیم	ɡɪliːm
گلیو	ɡəlʊjoː
گلیوں	ɡəlʊjoː̃
گم	ɡʊm
گمان	ɡʊmɑːn
گمراہ	ɡʊmɾɑːɦ
گمراہی	ɡʊmɾɑːɦiː
گمصم	ɡʊmsʊm
گملا	ɡəmlɑː
گمن	ɡəmən
گمنام	ɡʊmnɑːm
گمنامی	ɡʊmnɑːmiː
گمچھا	ɡəmt͡ʃʰɑː
گمڑا	ɡʊmɽɑː
گن	ɡʊɳ
گنا	ɡənːɑː
گناہ	ɡʊnɑːɦ
گنبذ	ɡʊmbəz
گنبھیر	ɡəmbʱiːɾ
گنت	ɡəɳɪt̪
گنتارا	ɡɪnt̪ɑːɾɑː
گنتی	ɡɪnt̪iː
گنج	ɡəɲd͡ʒ
گنجا	ɡəɲd͡ʒɑː
گنجائش	ɡʊɲd͡ʒɑːɪʃ
گنجشک	ɡʊɲd͡ʒɪʃk
گنجی	ɡəɲd͡ʒiː
گنجیفہ	ɡəɲd͡ʒiːfɑ
گنجینہ	ɡəɲd͡ʒiːnɑ
گند	ɡən̪d̪
گندم	ɡən̪d̪ʊm
گندمی	ɡənd̪əmiː
گندگی	ɡən̪d̪əɡiː
گندھ	ɡən̪d̪ʱ
گندھار	ɡən̪d̪ʱɑːɾ
گندھانا	ɡən̪d̪ʱɑːnɑː
گندھک	ɡənd̪ʱək
گندہ	ɡənd̪ɑ
گنسوتربندو	ɡʊɳsuːt̪ɾəbɪn̪d̪ʊ
گننا	ɡɪnnɑː
گنوار	ɡə̃ʋɑːɾ
گنوارپن	ɡə̃ʋɑːɾpən
گنوانا	ɡə̃ʋɑːnɑː
گنگا	ɡəŋɡɑː
گنگلی	ɡɑːŋɡʊliː
گنگنا	ɡʊnɡʊnɑː
گنگنانا	ɡʊnɡʊnɑːnɑː
گنہگار	ɡʊnəɦɡɑːɾ
گنی	ɡəniː
گنیش	ɡəɳeːʃ
گهنوناپن	ɡʱɪnɔːnɑːpən
گهونگها	ɡʱoːŋɡʱɑː
گهونگهٹ	ɡʱuː̃ɡʱəʈ
گوا	ɡoːʋɑː
گواتیمالا	ɡʋɑːʈeːmɑːlɑː
گوار	ɡʋɑːɾ
گوارپاٹھا	ɡʋɑːɾpɑːʈʰɑː
گوارہ	ɡəʋɑːɾɑ
گوالا	ɡʋɑːlɑː
گوالیار	ɡʋɑːlɪjəɾ
گوام	ɡʊɑːm
گواہ	ɡəʋɑːɦ
گواہاٹی	ɡʊʋɑːɦɑːʈiː
گواہی	ɡəʋɑːɦiː
گوبر	ɡoːbəɾ
گوبریلا	ɡoːbɾɛːlɑː
گوبھی	ɡoːbʱiː
گوجرانوالہ	ɡʊd͡ʒɾɑː̃ʋɑːlɑ
گود	ɡoːd̪
گودام	ɡoːd̪ɑːm
گوداوری	ɡoːd̪ɑːʋɾiː
گودنا	ɡoːd̪nɑː
گودی	ɡoːd̪iː
گور	ɡoːɾ
